,image_link,artists,art_movement,title,jpeg,height,width
16,https://www.copia-di-arte.com/a/claude-monet/port-goulpharbelle-le.html,Claude Monet(1840  - 1926),Impressionismo,"Port-Goulphar, Belle-Île(1887)",https://www.copia-di-arte.com/kunst/claude_monet/port-goulphar.jpg,480,384
17,https://www.copia-di-arte.com/a/david-teniers/two-boors-drinking-panel.html,David Teniers(1610  - 1690),Barocco,Two Boors drinking (panel),https://www.copia-di-arte.com/kunst/david_dj_teniers/boors_drinking_panel_hi.jpg,471,360
18,https://www.copia-di-arte.com/a/claude-monet/mountkolsaas.html,Claude Monet(1840  - 1926),Impressionismo,Mount Kolsaas,https://www.copia-di-arte.com/kunst/claude_monet/mount_kolsaas.jpg,128,440
19,https://www.copia-di-arte.com/a/bonnard-pierre/der_strand_bei_ebbe.html,Pierre Bonnard(1867  - 1947),Post-impressionismo,Der Strand bei Ebbe (Ebbe bei Arcachon)(1920),https://www.copia-di-arte.com/kunst/pierre_bonnard/strand-bei-ebbe.jpg,418,480
20,https://www.copia-di-arte.com/a/adlington/suncrocheneville.html,Mark  Adlington,Arte concreta figurativa,"Sun, Crocheneville",https://www.copia-di-arte.com/kunst/mark_adlington/crocheneville.jpg,480,335
21,https://www.copia-di-arte.com/a/joh-heinrich-tischbein/bildnisdesklnerkurfrstenm.html,Joh. Heinrich Wilhelm Tischbein(1751  - 1829),Classicismo,Bildnis des Kölner Kurfürsten Maximilian Friedrich von Königseck-Rothenfels als Bauherr des Schlosse(1778),https://www.copia-di-arte.com/kunst/joh_heinrich_wilhelm_tischbein/bildnis_des_koelner_kurfuerste.jpg,640,496
22,https://www.copia-di-arte.com/a/thiele-johann-alexander/view-from-the-loessnitzho.html,Johann Alexander Thiele(1685  - 1752),Barocco,View from the Lössnitzhöhen at Dresden(1751),https://www.copia-di-arte.com/kunst/johann_alexander_thiele/blick-von-den-loessnitzhoehen-auf-dresden.jpg,316,480
23,https://www.copia-di-arte.com/a/ernst-ludwig-kirchner/selbstportrtmitkatze.html,Ernst Ludwig Kirchner(1880  - 1938),Espressionismo,,https://www.copia-di-arte.com/kunst/ernst_ludwig_kirchner/selbstportraetmitkatze.jpg,480,320
24,https://www.copia-di-arte.com/a/caspar-david-friedrich/abend-5.html,Caspar David Friedrich(1774  - 1840),Romanticismo,,https://www.copia-di-arte.com/kunst/caspar_david_friedrich//1-Abend.jpg,305,480
25,https://www.copia-di-arte.com/a/michelangelo-buonarroti/studyoftheassistingfigure.html,Michelangelo Buonarroti(1475  - 1564),Rinascimento,"Study of the Assisting Figure of the Libyan Sibyl, c.1512 (red chalk & pen on paper)(1598)",https://www.copia-di-arte.com/kunst/michelangelo_buonarroti/study_of_the_assisting_figure__hi.jpg,320,216
26,https://www.copia-di-arte.com/a/travers/splatheart.html,Michael Travers,Arte Figurativa astratta,splat heart,https://www.copia-di-arte.com/kunst/michael_travers/splat_heart_hi.jpg,320,203
27,https://www.copia-di-arte.com/a/pierre-auguste-renoir/renoirlandschaftbeicros-d.html,Pierre-Auguste Renoir(1841  - 1919),Post-impressionismo,"Renoir, Landschaft bei Cros-de-Cagnes",https://www.copia-di-arte.com/kunst/pierre_auguste_renoir//Landschaft-bei-Cros-de-Cagnes.jpg,368,480
28,https://www.copia-di-arte.com/a/claude-monet/rouen.html,Claude Monet(1840  - 1926),Impressionismo,Rouen,https://www.copia-di-arte.com/kunst/claude_monet/rouen-1.jpg,137,440
29,https://www.copia-di-arte.com/a/claude-monet/studiesofboats.html,Claude Monet(1840  - 1926),Impressionismo,Studies of boats,https://www.copia-di-arte.com/kunst/claude_monet/monet_studies_of_boats.jpg,480,351
30,https://www.copia-di-arte.com/a/chardin-jean-baptiste/a-chemist-in-his-laborato.html,Jean-Baptiste Siméon Chardin(1699  - 1779),Romanticismo,"A Chemist in his Laboratory, or The Prompter, or A Philosopher giving a Lecture (Portrait of the pai(1734)",https://www.copia-di-arte.com/kunst/jean_baptiste_simeon_chardin/chemist_laboratory_prompter_p_hi.jpg,522,360
31,https://www.copia-di-arte.com/a/albrecht-durer/carryingthecrossdrer1509-.html,Albrecht Duerer(1471  - 1528),Rinascimento,Carrying the Cross / Dürer / 1509,https://www.copia-di-arte.com/kunst/noartist/c/carrying_the_cross__duerer__15.jpg,480,364
32,https://www.copia-di-arte.com/a/vincent-van-gogh/vangoghsowerpaint1888-2-1.html,Vincent van Gogh(1853  - 1890),Impressionismo,"van Gogh, Sower / Paint./ 1888",https://www.copia-di-arte.com/kunst/noartist/v/van_gogh_sower__paint_1888-2.jpg,384,480
33,https://www.copia-di-arte.com/a/jean-babtiste-corot/teichvonvilledavray.html,Jean-Babtiste-Camille Corot(1796  - 1875),Romanticismo,,https://www.copia-di-arte.com/kunst/jean_babtiste_camille_corot/teichvonvilledavray.jpg,360,480
34,https://www.copia-di-arte.com/a/ernst-ludwig-kirchner/diedreiahnfrauen.html,Ernst Ludwig Kirchner(1880  - 1938),Espressionismo,,https://www.copia-di-arte.com/kunst/ernst_ludwig_kirchner/diedreiahnfrauen.jpg,480,344
35,https://www.copia-di-arte.com/a/jan-vermeer-van-delft/the-allegory-of-painting.html,Johannes Vermeer (1632  - 1675),Barocco,The Allegory of Painting(um 1666),https://www.copia-di-arte.com/kunst/jan_vermeer_van_delft//Die-Malkunst.jpg,480,393
36,https://www.copia-di-arte.com/a/albrecht-durer/derheiligeeustachius.html,Albrecht Duerer(1471  - 1528),Rinascimento,Der heilige Eustachius(Um 1501),https://www.copia-di-arte.com/kunst/albrecht_duerer/der_heilige_eustachius.jpg,640,472
37,https://www.copia-di-arte.com/a/pierre-joseph-redoute/rosa-rapa-1.html,Pierre Joseph Redouté(1759  - 1840),Classicismo,Rosa Rapa,https://www.copia-di-arte.com/kunst/pierre_joseph_redoute/rosa_rapa_hi.jpg,502,360
38,https://www.copia-di-arte.com/a/travers/intergalacticgold.html,Michael Travers,Arte Figurativa astratta,intergalactic gold,https://www.copia-di-arte.com/kunst/michael_travers/intergalactic_gold_hi.jpg,320,438
39,https://www.copia-di-arte.com/a/bonnard-pierre/lepetitdjeuner.html,Pierre Bonnard(1867  - 1947),Post-impressionismo,Le petit déjeuner(1936),https://www.copia-di-arte.com/kunst/pierre_bonnard/le_petit_dejeuner.jpg,398,600
40,https://www.copia-di-arte.com/a/fuessli-johann-heinrich/damevorlaokoon.html,Johann Heinrich Füssli(1741  - 1825),Classicismo,,https://www.copia-di-arte.com/kunst/johann_heinrich_fuessli/damevorlaokoon.jpg,375,480
41,https://www.copia-di-arte.com/a/vincent-van-gogh/rosen-14.html,Vincent van Gogh(1853  - 1890),Impressionismo,Roses(1890),https://www.copia-di-arte.com/kunst/vincent_van_gogh/rosen_1.jpg,568,408
42,https://www.copia-di-arte.com/a/jean-babtiste-corot/self-portrait-361.html,Jean-Babtiste-Camille Corot(1796  - 1875),Romanticismo,Self Portrait(c.1840),https://www.copia-di-arte.com/kunst/jean_babtiste_camille_corot/self_portrait_xir227112_hi.jpg,503,360
43,https://www.copia-di-arte.com/a/claude-monet/the-banks-of-the-seine-or.html,Claude Monet(1840  - 1926),Impressionismo,"The Banks of the Seine or, Spring through the Trees(1878)",https://www.copia-di-arte.com/kunst/claude_monet/banks_seine_spring_trees_hi.jpg,292,360
44,https://www.copia-di-arte.com/a/camille-pissarro/scene-in-the-port-of-le-h.html,Camille Pissarro(1830  - 1903),Impressionismo,Scene in the port of Le Havre,https://www.copia-di-arte.com/kunst/camille_pissarro_59/szene_im_hafen_le_havre_hi.jpg,539,640
45,https://www.copia-di-arte.com/a/jean-antoine-gros/general-voucher-distincti.html,Jean-Antoine Gros(1771  - 1835),Classicismo,General voucher distinctive on the bridge of Arcola(1796-97),https://www.copia-di-arte.com/kunst/jean_antoine_gros/6349001.jpg,480,372
46,https://www.copia-di-arte.com/a/scuola-inglese/warwickracesfromtheillust.html, Scuola Inglese(18th century ),Arte Vittoriana,"Warwick Races, from ''The Illustrated London News'', 12th April 1845",https://www.copia-di-arte.com/kunst/english_school/warwick_races_from_the_illustr.jpg,278,440
47,https://www.copia-di-arte.com/a/lovis-corinth/altermanninritterrstung.html,Lovis Corinth(1858  - 1925),Espressionismo,Old man in knights armour,https://www.copia-di-arte.com/kunst/lovis_corinth/altermanninritterruestung.jpg,480,345
48,https://www.copia-di-arte.com/a/bartolome-esteban-murillo/murillomariamitdemkind-2.html,Bartolomé Esteban Perez Murillo(1618  - 1682),Barocco,"Murillo, Maria mit dem Kind",https://www.copia-di-arte.com/kunst/bartolome_esteban_perez_murill//Murillo-Maria-mit-dem-Kind.jpg,448,480
49,https://www.copia-di-arte.com/a/sir-lawrence-alma-tadema/plauderei.html,Sir Lawrence Alma-Tadema(1836  - 1912),Arte Vittoriana,A Chat or The Disclosure,https://www.copia-di-arte.com/kunst/sir_lawrence_alma_tadema/plauderei.jpg,480,307
50,https://www.copia-di-arte.com/a/scuola-inglese/night-view-of-vesuvius-er.html, Scuola Inglese(18th century ),Arte Vittoriana,"Night view of Vesuvius erupting, plate II from Sir William Hamilton's 'Campi Phlegraeiae' (supplemen(1779)",https://www.copia-di-arte.com/kunst/english_school/Night-view-of-Vesuvius-erup.jpg,480,255
51,https://www.copia-di-arte.com/a/egon-schiele/selbstakt1910.html,Egon Schiele(1890  - 1918),Espressionismo,Self-Portrait Nude 1910,https://www.copia-di-arte.com/kunst/egon_schiele/selbstakt1910.jpg,480,324
52,https://www.copia-di-arte.com/a/guido-reni/aurora-2.html,Guido Reni(1575  - 1642),Barocco,Aurora(1613-14),https://www.copia-di-arte.com/kunst/guido_reni//Aurora.jpg,208,480
53,https://www.copia-di-arte.com/a/edvard-munch/nachtinsaint-cloud-1.html,Edvard Munch(1863  - 1944),Espressionismo,Night in Saint-Cloud(1892),https://www.copia-di-arte.com/kunst/edvard_munch_11004/nacht_in_saint_cloud.jpg,528,432
54,https://www.copia-di-arte.com/a/bonnard-pierre/torse_de_femme_de_pr.html,Pierre Bonnard(1867  - 1947),Post-impressionismo,Torse de femme de profil(1918),https://www.copia-di-arte.com/kunst/pierre_bonnard/torse_de_femme_de_profil.jpg,600,358
55,https://www.copia-di-arte.com/a/henri-de-toulouse-lautrec-1/larousseinweierbluse.html,Henri de Toulouse-Lautrec(1864  - 1901),Post-impressionismo,La Rousse in a White Blouse(1889),https://www.copia-di-arte.com/kunst/henri_de_toulouse_lautrec_736/la_rousse_in_weisser_bluse.jpg,523,432
56,https://www.copia-di-arte.com/a/franz-marc/the-sacred-kaelbchen-on-p.html,Franz Marc(1880  - 1916),Espressionismo,The sacred Kälbchen (on postcard to Else Lasker pupils)(1913),https://www.copia-di-arte.com/kunst/franz_marc_727/heilige_kaelbchen_postkarte_e_hi.jpg,226,145
57,https://www.copia-di-arte.com/a/gerard-francois-pascal/charles-francois-lebrun-1.html,François Pascal Simon Gérard(1770  - 1837),Classicismo,Charles-Francois Lebrun (1739-1824) Duke of Plaisance in the Costume of the Archtreasurer of the Emp,https://www.copia-di-arte.com/kunst/francois_pascal_simon_gerard_293/charles_francois_lebrun_1739_hi.jpg,456,360
58,https://www.copia-di-arte.com/a/pierre-joseph-redoute/rosestippleengravingafter.html,Pierre Joseph Redouté(1759  - 1840),Classicismo,Rose / Stipple Engraving after Redoute,https://www.copia-di-arte.com/kunst/pierre_joseph_redoute/Stipple-Engraving.jpg,480,364
59,https://www.copia-di-arte.com/a/ernst-ludwig-kirchner/frauenbildnisinweiemkleid.html,Ernst Ludwig Kirchner(1880  - 1938),Espressionismo,Frauenbildnis in weißem Kleid,https://www.copia-di-arte.com/kunst/ernst_ludwig_kirchner/frauenbildnis.jpg,480,480
60,https://www.copia-di-arte.com/a/caspar-david-friedrich/einklosterbeielden.html,Caspar David Friedrich(1774  - 1840),Romanticismo,A Monastery at Elden,https://www.copia-di-arte.com/kunst/caspar_david_friedrich/ein_kloster_bei_elden.jpg,388,589
61,https://www.copia-di-arte.com/a/armitage-1/riverspeyatdelfurscotland.html,Karen  Armitage,Arte concreta figurativa,"River Spey at Delfur, Scotland ",https://www.copia-di-arte.com/kunst/karen_armitage/river_spey_at_delfur_scotland.jpg,288,440
62,https://www.copia-di-arte.com/a/merlin-flu/reclining-figure-1.html, Merlin Flu(1948 ),Arte astratta figurativa,Reclining figure(1983),https://www.copia-di-arte.com/kunst/merlin_flu/779_v0.jpg,360,480
63,https://www.copia-di-arte.com/a/fantin-latour-henri/roses-in-a-basket-on-a-ta.html,Henri Fantin-Latour(1836  - 1904),Post-impressionismo,Roses in a Basket on a Table(1876),https://www.copia-di-arte.com/kunst/henri_fantin_latour/roses_LEF219135.jpg,389,400
64,https://www.copia-di-arte.com/a/william-blake/nebukadnezar.html,William Blake(1757  - 1827),Arte Vittoriana,Nebukadnezar,https://www.copia-di-arte.com/kunst/william_blake/1-nebukadnezar.jpg,368,480
65,https://www.copia-di-arte.com/a/eugene-delacroix/christ-in-the-storm-on-th-1.html,Ferdinand Victor Eugène Delacroix(1798  - 1863),Romanticismo,Christ in the storm on the sea,https://www.copia-di-arte.com/kunst/ferdinand_victor_eugene_delacr/1014532.jpg,403,480
66,https://www.copia-di-arte.com/a/bonnard-pierre/plakat_fuer_la_revue.html,Pierre Bonnard(1867  - 1947),Post-impressionismo,Poster for La Revue Blanche(1894),https://www.copia-di-arte.com/kunst/pierre_bonnard/plakat_fuer_la_revue_blanche.jpg,800,618
67,https://www.copia-di-arte.com/a/rembrandt-van-rijn/ephraimbuenojdischerarztundschriftsteller.html,Rembrandt van Rijn(1606  - 1669),Barocco,"Ephraim Bueno, Jewish Physician(1647)",https://www.copia-di-arte.com/kunst/rembrandt_hamerszoon_van_rijn/Ephraim-Bueno.jpg,480,360
68,https://www.copia-di-arte.com/a/pierre-joseph-redoute/echium-grandiflorum-from.html,Pierre Joseph Redouté(1759  - 1840),Classicismo,"Echium Grandiflorum, from `Le Jardin de Malmaison'",https://www.copia-di-arte.com/kunst/pierre_joseph_redoute/echium_grandiflorum_le_jardin_hi.jpg,588,360
69,https://www.copia-di-arte.com/a/chardin-jean-baptiste/the-young-draughtsman.html,Jean-Baptiste Siméon Chardin(1699  - 1779),Romanticismo,The Young Draughtsman(1737),https://www.copia-di-arte.com/kunst/jean_baptiste_simeon_chardin/young_draughtsman_hi.jpg,448,360
70,https://www.copia-di-arte.com/a/potthast-edward-henry/mondlicht.html,Edward Henry Potthast(1857  - 1927),Impressionismo,Mondlicht.,https://www.copia-di-arte.com/kunst/edward_henry_potthast/Mondlicht.jpg,384,480
71,https://www.copia-di-arte.com/a/david-teniers/saint-sebastian-2.html,David Teniers(1610  - 1690),Barocco,Saint Sebastian(1651-56),https://www.copia-di-arte.com/kunst/david_dj_teniers/saint_sebastian_hi.jpg,510,360
72,https://www.copia-di-arte.com/a/jean-babtiste-corot/the-belfry-of-douai.html,Jean-Babtiste-Camille Corot(1796  - 1875),Romanticismo,The Belfry of Douai(1871),https://www.copia-di-arte.com/kunst/jean_babtiste_camille_corot/belfry-of-douai.jpg,480,397
73,https://www.copia-di-arte.com/a/alexej-von-jawlensky/the-white-one.html,Alexej von Jawlensky(1864  - 1941),Espressionismo,The white one,https://www.copia-di-arte.com/kunst/alexej_von_jawlensky/weisse_hi.jpg,640,423
74,https://www.copia-di-arte.com/a/giovanni-paolo-pannini/gppanninithearchaeologist.html,Giovanni Paolo Pannini(1691/92  - 1765),Barocco,G.P.Pannini / The Archaeologist / 1750,https://www.copia-di-arte.com/kunst/giovanni_paolo_pannini/the-archaeologist.jpg,480,353
75,https://www.copia-di-arte.com/a/vittore-carpaccio/thebirthofthevirgin1504-0.html,Vittore Carpaccio(um 1450  - 1525),Rinascimento,"The Birth of the Virgin, 1504-08 (see also 204962)",https://www.copia-di-arte.com/kunst/vittore_carpaccio/the_birth_of_the_virgin_1504_0.jpg,440,416
76,https://www.copia-di-arte.com/a/francisco-jose-de-goya-1/il-gigante.html,Francisco Jose de Goya(1746  - 1828),Classicismo,Il gigante(1808),https://www.copia-di-arte.com/kunst/francisco_jose_de_goya//Der-Koloss.jpg,480,434
77,https://www.copia-di-arte.com/a/herbert-james-draper/the-lament-for-icarus.html,Herbert James Draper(1863  - 1920),Classicismo,Il lamento di Icaro(1898),https://www.copia-di-arte.com/kunst/herbertjames_draper/beweinung_des_ikarus.jpg,400,340
78,https://www.copia-di-arte.com/a/gerard-francois-pascal/marie-amelie-de-bourbon-1.html,François Pascal Simon Gérard(1770  - 1837),Classicismo,Marie Amelie de Bourbon (1782-1866) Duchess of Orleans and her Son Duke of Chartres,https://www.copia-di-arte.com/kunst/francois_pascal_simon_gerard_293/marie_amelie_bourbon_1782_186_hi.jpg,497,360
79,https://www.copia-di-arte.com/a/pierre-auguste-renoir/renoiriledefrancelandscap.html,Pierre-Auguste Renoir(1841  - 1919),Post-impressionismo,Renoir / Ile de France landscape /c.1885,https://www.copia-di-arte.com/kunst/noartist/r/renoir__ile_de_france_landscap.jpg,392,480
80,https://www.copia-di-arte.com/a/francesco-hayez/portrait-of-alessandro-ma-1.html,Francesco Hayez(1791  - 1882),Romanticismo,Portrait of Alessandro Manzoni (1785-1873),https://www.copia-di-arte.com/kunst/francesco_hayez/alessandro.jpg,440,364
81,https://www.copia-di-arte.com/a/georg_ireland/stalltuere.html,Georg Ireland(1953 ),Arte astratta figurativa,Stalltüre(2019),https://www.copia-di-arte.com/kunst/ireland/stable-door.jpg,355,480
82,https://www.copia-di-arte.com/a/albrecht-durer/duerer_albrecht_engelkamp.html,Albrecht Duerer(1471  - 1528),Rinascimento,Engelkampf(1496/97),https://www.copia-di-arte.com/kunst/albrecht_duerer//Engelkampf.jpg,480,343
83,https://www.copia-di-arte.com/a/thewsey/asterspastel.html,Joan  Thewsey,Arte concreta figurativa,Asters (pastel) ,https://www.copia-di-arte.com/kunst/joan_thewsey/asters_pastel.jpg,440,387
84,https://www.copia-di-arte.com/a/easton/lavenderseenthroughquince.html,Timothy  Easton,Arte concreta figurativa,"Lavender Seen Through Quince Trees, Monclus (oil on canvas) ",https://www.copia-di-arte.com/kunst/timothy_easton_1/lavender-seen-through-quince-trees.jpg,400,480
85,https://www.copia-di-arte.com/a/dean-1/rise2.html,Graham  Dean,Arte astratta figurativa,Rise 2,https://www.copia-di-arte.com/kunst/graham_dean//Rise-2.jpg,480,321
86,https://www.copia-di-arte.com/a/karoly-lotz/ochsengespann.html,Karoly Lotz(1833  - 1904),Romanticismo,Ochsengespann(1873),https://www.copia-di-arte.com/kunst/karoly_lotz/ochsengespann.jpg,475,800
87,https://www.copia-di-arte.com/a/zuloaga-ignazio/perezdeayala.html,Ignazio Zuloaga(1870  - 1945),Impressionismo,PEREZ DE AYALA(2010-12-10),https://www.copia-di-arte.com/kunst/ignazio_zuloaga/perez_de_ayala.jpg,480,387
88,https://www.copia-di-arte.com/a/bonnard-pierre/nu_dans_le_bain.html,Pierre Bonnard(1867  - 1947),Post-impressionismo,Nu dans le bain(1937),https://www.copia-di-arte.com/kunst/pierre_bonnard/nu_dans_le_bain.jpg,378,600
89,https://www.copia-di-arte.com/a/michelangelo-buonarroti/piet-3.html,Michelangelo Buonarroti(1475  - 1564),Rinascimento,Pietà(1499),https://www.copia-di-arte.com/kunst/michelangelo_buonarroti/piet.jpg,496,480
90,https://www.copia-di-arte.com/a/michelangelo-caravaggio/die-befreiung-des-hl-petr.html,Michelangelo Caravaggio(1573  - 1610),Barocco,Die Befreiung des Hl. Petrus.,https://www.copia-di-arte.com/kunst/michelangelo_caravaggio/befreiung_hl_petrus_hi.jpg,176,236
91,https://www.copia-di-arte.com/a/travers/nightexplode.html,Michael Travers,Arte Figurativa astratta,night explode,https://www.copia-di-arte.com/kunst/michael_travers/night_explode_hi.jpg,320,450
92,https://www.copia-di-arte.com/a/albrecht-durer/dieheiligedreifaltigkeit.html,Albrecht Duerer(1471  - 1528),Rinascimento,Die Heilige Dreifaltigkeit(1511),https://www.copia-di-arte.com/kunst/albrecht_duerer/die_heilige_dreifaltigkeit.jpg,640,469
93,https://www.copia-di-arte.com/a/camille-pissarro/pissarro__les_toits_rouge.html,Camille Pissarro(1830  - 1903),Impressionismo,Pissarro/ Les toits rouges../ 1877 /Det.,https://www.copia-di-arte.com/kunst/akg/pics/pissarrolestoitsrouges1877det_hi_1.jpg,480,400
94,https://www.copia-di-arte.com/a/guido-reni/renistjohntheevangelistc1.html,Guido Reni(1575  - 1642),Barocco,Reni / St.John the Evangelist / c.1595,https://www.copia-di-arte.com/kunst/noartist/r/reni__stjohn_the_evangelist__c.jpg,480,474
95,https://www.copia-di-arte.com/a/giovanni-domenico-tiepolo/gdtiepolo___head_of_old_m.html,Giovanni Domenico Tiepolo(1727  - 1804),Classicismo,G.D.Tiepolo / Head of Old Man / Paint.,https://www.copia-di-arte.com/kunst/akg/pics/gdtiepolokopfeinesaltenmannes_hi.jpg,480,350
96,https://www.copia-di-arte.com/a/gerrit-van-honthorst/a-musician-1.html,Gerrit van Honthorst(1590  - 1656),Barocco,A Musician(1624),https://www.copia-di-arte.com/kunst/gerrit_honthorst/musician_bal174012_hi.jpg,456,360
97,https://www.copia-di-arte.com/a/albrecht-durer/hlhieronymusimgehus.html,Albrecht Duerer(1471  - 1528),Rinascimento,St Hieronymus at Home,https://www.copia-di-arte.com/kunst/albrecht_duerer/hl-hieronymus-im-gehaeus.jpg,480,372
98,https://www.copia-di-arte.com/a/sir-lawrence-alma-tadema/preparations-in-the-colos.html,Sir Lawrence Alma-Tadema(1836  - 1912),Arte Vittoriana,Preparations in the Colosseum(1912),https://www.copia-di-arte.com/kunst/sir_lawrence_alma_tadema/preparations_colosseum_hi.jpg,700,360
99,https://www.copia-di-arte.com/a/gerard-francois-pascal/hortense-de-beauharnais-1-2.html,François Pascal Simon Gérard(1770  - 1837),Classicismo,Hortense de Beauharnais (1783-1837) Queen of Holland and her Son(1806),https://www.copia-di-arte.com/kunst/francois_pascal_simon_gerard_293/hortense_beauharnais_1783_183__hi.jpg,503,360
100,https://www.copia-di-arte.com/a/egon-schiele/knienderselbstakt1910.html,Egon Schiele(1890  - 1918),Espressionismo,Self-portrait,https://www.copia-di-arte.com/kunst/egon_schiele//Kniender-Selbstakt-1910.jpg,480,343
101,https://www.copia-di-arte.com/a/chardin-jean-baptiste/copper-cauldron-with-a-pi.html,Jean-Baptiste Siméon Chardin(1699  - 1779),Romanticismo,Copper Cauldron with a Pitcher and a Slice of Salmon,https://www.copia-di-arte.com/kunst/jean_baptiste_simeon_chardin/copper_cauldron.jpg,363,440
102,https://www.copia-di-arte.com/a/bonnard-pierre/fischer_in_der_breta.html,Pierre Bonnard(1867  - 1947),Post-impressionismo,Fishermen in Brittany(1907),https://www.copia-di-arte.com/kunst/pierre_bonnard/fischer_in_der_bretagne.jpg,679,800
103,https://www.copia-di-arte.com/a/chardin-jean-baptiste/the-sideboard-1.html,Jean-Baptiste Siméon Chardin(1699  - 1779),Romanticismo,The sideboard(1728),https://www.copia-di-arte.com/kunst/jean_baptiste_simeon_chardin/buffet_hi.jpg,360,235
104,https://www.copia-di-arte.com/a/henri-de-toulouse-lautrec-1/femmeroussejustine.html,Henri de Toulouse-Lautrec(1864  - 1901),Post-impressionismo,Red-haired woman,https://www.copia-di-arte.com/kunst/henri_de_toulouse_lautrec_736/red-haired-woman.jpg,480,400
