,image_link,artists,art_movement,title,jpeg,height,width
17,https://www.copia-di-arte.com/a/wassily-kandinsky/dameninreifrcken.html,Wassily Kandinsky(16. Dezember 1866  - 13. Dezember 1944),Espressionismo,Damen in Reifröcken(1918),https://www.copia-di-arte.com/kunst/wassily_kandinsky/1-damen-in-reifroecken.jpg,295,480
18,https://www.copia-di-arte.com/a/gruenewald-mathias/altar-raked-second-show-s.html,Mathias (Mathis Gothart) Grünewald(um 1475  - 1528),Rinascimento,"Altar raked second show side, middle picture, for Isenheimer for half: The virgin in the landscape",https://www.copia-di-arte.com/kunst/mathias_mathis_gothart_gruenew/isenheimer_altar-2.jpg,480,320
19,https://www.copia-di-arte.com/a/bonnard-pierre/schneebaelle.html,Pierre Bonnard(1867  - 1947),Post-impressionismo,Snowballs(1891),https://www.copia-di-arte.com/kunst/pierre_bonnard/Schneebaelle-Pierre-Bonnard.jpg,800,635
20,https://www.copia-di-arte.com/a/ernst-ludwig-kirchner/pantomimeiii.html,Ernst Ludwig Kirchner(1880  - 1938),Espressionismo,,https://www.copia-di-arte.com/kunst/ernst_ludwig_kirchner/1-kirchner_pantomime_iii.jpg,375,480
21,https://www.copia-di-arte.com/a/william-turner/hornby-castle.html,William Turner(1775  - 1851),Romanticismo,Hornby Castle,https://www.copia-di-arte.com/kunst/joseph_mallord_william_turner_746/hornby_castle_hi.jpg,256,360
22,https://www.copia-di-arte.com/a/joseph-karl-stieler/caroline-graefinholnstein.html,Joseph Karl Stieler(1781  - 1858),Romanticismo,Caroline Gräfin Holnstein(1834),https://www.copia-di-arte.com/kunst/joseph_karl_stieler/caroline-graefin-holnstein.jpg,480,384
23,https://www.copia-di-arte.com/a/schinkel-karl-friedrich/schloamstrom-1.html,Karl Friedrich Schinkel(1781  - 1841),Classicismo,Schloß am Strom(1820),https://www.copia-di-arte.com/kunst/karl_friedrich_schinkel_691/schloss-am-strom_schinkel.jpg,357,480
24,https://www.copia-di-arte.com/a/unsinn-romed/verschoben.html,Romed Unsinn(1966 ),Arte Figurativa astratta,Verschoben(2012),https://www.copia-di-arte.com/kunst/romed_unsinn/moved.jpg,588,640
25,https://www.copia-di-arte.com/a/paul-gauguin/badende-11.html,Paul Gauguin(1848  - 1903),Post-impressionismo,Bathers,https://www.copia-di-arte.com/kunst/paul_gauguin/badende.jpg,376,480
26,https://www.copia-di-arte.com/a/travers/businessfuturered.html,Michael Travers,Arte Figurativa astratta,business future red,https://www.copia-di-arte.com/kunst/michael_travers/business_future_red_hi.jpg,320,239
27,https://www.copia-di-arte.com/a/elliot-1/mortlakebrewerysw14theold.html,Sophia  Elliot,Arte concreta figurativa,"Mortlake Brewery (SW14, The Old Ship) 2005 (pastel on paper) ",https://www.copia-di-arte.com/kunst/sophia_elliot/mortlake_brewery_sw14_the_old.jpg,440,299
28,https://www.copia-di-arte.com/a/easton/corneroftheherbgardenoilo.html,Timothy  Easton,Arte concreta figurativa,Corner of the Herb Garden (oil on canvas) ,https://www.copia-di-arte.com/kunst/timothy_easton_1/corner_of_the_herb_garden_oil.jpg,440,440
29,https://www.copia-di-arte.com/a/pierre-joseph-redoute/hyacinthredout-2.html,Pierre Joseph Redouté(1759  - 1840),Classicismo,Hyacinth / Redouté,https://www.copia-di-arte.com/kunst/pierre_joseph_redoute/Hyacinth.jpg,480,364
30,https://www.copia-di-arte.com/a/pierre-auguste-renoir/bouquetinatheatreboxc1878.html,Pierre-Auguste Renoir(1841  - 1919),Post-impressionismo,"Bouquet in a theatre box, c.1878-80",https://www.copia-di-arte.com/kunst/pierreauguste_renoir/bouquet_in_a_theatre_box_c1878.jpg,375,440
31,https://www.copia-di-arte.com/a/jordaens-jacob/derheiligesimon.html,Jacob Jordaens(1593  - 1678),Barocco,Der heilige Simon.,https://www.copia-di-arte.com/kunst/jacob_jordaens/der_heilige_simon.jpg,640,494
32,https://www.copia-di-arte.com/a/michelangelo-buonarroti/w31-page-from-a-sketchboo.html,Michelangelo Buonarroti(1475  - 1564),Rinascimento,"W.31 Page from a sketchbook, with script",https://www.copia-di-arte.com/kunst/michelangelo_caravaggio/w31_sketchbook_script_hi.jpg,508,360
33,https://www.copia-di-arte.com/a/henri-de-toulouse-lautrec-1/artilleryman-and-girl.html,Henri de Toulouse-Lautrec(1864  - 1901),Post-impressionismo,Artilleryman and girl(c.1896),https://www.copia-di-arte.com/kunst/henri_de_toulouse_lautrec/artilleryman_girl_hi.jpg,456,360
34,https://www.copia-di-arte.com/a/albrecht-durer/theclothofveronicadrer-2.html,Albrecht Duerer(1471  - 1528),Rinascimento,The Cloth of Veronica / Dürer,https://www.copia-di-arte.com/kunst/noartist/t/the_cloth_of_veronica__duerer-2.jpg,480,375
35,https://www.copia-di-arte.com/a/zupan-dagmar/sky-embers-i.html,Dagmar Zupan(1960 ),Arte astratta figurativa,Sky embers I(2000),https://www.copia-di-arte.com/kunst/dagmar_zupan/himmelsglut_hi.jpg,312,400
36,https://www.copia-di-arte.com/a/paul-cezanne/still-life-of-the-artists.html,Paul Cézanne(1839  - 1906),Impressionismo,Still Life of the Artist's Accessories(1872),https://www.copia-di-arte.com/kunst/paul_cezanne/still_life_artists_accessorie_hi.jpg,261,360
37,https://www.copia-di-arte.com/a/albrecht-durer/mariensverehrung.html,Albrecht Duerer(1471  - 1528),Rinascimento,Mariens Verehrung(Um 1502),https://www.copia-di-arte.com/kunst/albrecht_duerer/mariens_verehrung.jpg,640,499
38,https://www.copia-di-arte.com/a/paul-gauguin/rupe-rupe.html,Paul Gauguin(1848  - 1903),Post-impressionismo,Rupe Rupe(1899),https://www.copia-di-arte.com/kunst/paul_gauguin/rupe-rupe.jpg,328,480
39,https://www.copia-di-arte.com/a/modersohn-becker-paula-1/stillebenrhododendr.html,Paula Modersohn-Becker(1876  - 1907),Espressionismo,Rhododendron Still Life,https://www.copia-di-arte.com/kunst/paula_modersohn_becker/stillebenrhododendr.jpg,393,480
40,https://www.copia-di-arte.com/a/wright-of-derby-joseph/landscape-21.html,Joseph Wright of Derby(1734  - 1797),Romanticismo,Landscape,https://www.copia-di-arte.com/kunst/joseph_wrightofderby/landscape_sou77498_hi.jpg,289,360
41,https://www.copia-di-arte.com/a/claude-monet/caricature-of-jules-husso.html,Claude Monet(1840  - 1926),Impressionismo,Caricature of Jules Husson (1821-89) 'Champfleury'(1858 cil &),https://www.copia-di-arte.com/kunst/claude_monet/monet-caricature-of-jules-husson.jpg,480,328
42,https://www.copia-di-arte.com/a/feuerbach-anselm/portrait-of-a-roman-nanna.html,Anselm Feuerbach(1829  - 1880),Classicismo,Portrait of a roman (Nanna)(1862),https://www.copia-di-arte.com/kunst/anselm_feuerbach_807/bildnis_roemerin_nanna_hi.jpg,640,496
43,https://www.copia-di-arte.com/a/paul-gauguin/lospiritosirisveglia.html,Paul Gauguin(1848  - 1903),Post-impressionismo,Tahitian Woman with Evil Spirit (L'Esprit veille)(1900),https://www.copia-di-arte.com/kunst/paul_gauguin/der-geist-wacht_gauguin.jpg,480,382
44,https://www.copia-di-arte.com/a/cranach-il-vecchio/liegende-quellnymphe.html,Lucas Cranach il Vecchio(1472  - 1553),Rinascimento,Liegende Quellnymphe(1518),https://www.copia-di-arte.com/kunst/lucas_cranach_d_ae/reclining.jpg,282,440
45,https://www.copia-di-arte.com/a/carl-blechen/tiberius-felsenaufcapri.html,Karl Eduard Ferdinand Blechen(1798  - 1840),Romanticismo,"Rock of Tiberius, Capri",https://www.copia-di-arte.com/kunst/carl_blechen/tiberius_felsen_auf_capri.jpg,392,576
46,https://www.copia-di-arte.com/a/georges-de-la-tour/the-newborn-child-birth-c.html,Georges de La Tour(1593  - 1652),Barocco,The newborn child (birth Christi?)(1635/40),https://www.copia-di-arte.com/kunst/georges_de_la_tour_471//Das-Neugeborene.jpg,400,480
47,https://www.copia-di-arte.com/a/paul-cezanne/landscapewithredrooforthe-1.html,Paul Cézanne(1839  - 1906),Impressionismo,"Landscape with red roof or The pine at the Estaque, 1875-76 (see also 287551)",https://www.copia-di-arte.com/kunst/paul_cezanne//Estaque.jpg,480,391
48,https://www.copia-di-arte.com/a/vincent-van-gogh/bosco-sottobosco.html,Vincent van Gogh(1853  - 1890),Impressionismo,Bosco e sottobosco(1887),https://www.copia-di-arte.com/kunst/vincent_van_gogh/woods_undergrowth.jpg,384,480
49,https://www.copia-di-arte.com/a/albrecht-durer/portrteinesarchitektenhieronymusvonaugsburg.html,Albrecht Duerer(1471  - 1528),Rinascimento,Portrait of an Architect (Hieronymus von Augsburg)(1506),https://www.copia-di-arte.com/kunst/albrecht_duerer/portraet_eines_architekten_hie.jpg,589,398
50,https://www.copia-di-arte.com/a/henri-de-toulouse-lautrec-1/imboisdeboulogne.html,Henri de Toulouse-Lautrec(1864  - 1901),Post-impressionismo,Bois de Boulogne,https://www.copia-di-arte.com/kunst/henri_de_toulouse-lautrec/imboisdeboulogne.jpg,480,391
51,https://www.copia-di-arte.com/a/ireland-3/afternoontea-2.html,William  Ireland,Arte concreta figurativa,Afternoon Tea,https://www.copia-di-arte.com/kunst/william_ireland/afternoon-tea.jpg,480,384
52,https://www.copia-di-arte.com/a/fantin-latour-henri/victoria-dubourg-1840-192.html,Henri Fantin-Latour(1836  - 1904),Post-impressionismo,Victoria Dubourg (1840-1926),https://www.copia-di-arte.com/kunst/henri_fantin_latour/victoria_dubourg_1840_1926_hi.jpg,443,360
53,https://www.copia-di-arte.com/a/louis-anquetin/firmingemier1869-1933inth.html,Louis Anquetin(1861  - 1932),Espressionismo,Firmin Gemier (1869-1933) in the role of Colonel Bridau in the play 'La Rabouilleuse' by Emile Fabre(1559),https://www.copia-di-arte.com/kunst/louis_anquetin/firmin_gemier_1869-1933_in_the_hi.jpg,320,183
54,https://www.copia-di-arte.com/a/travers/fathon.html,Michael Travers,Arte Figurativa astratta,fathon,https://www.copia-di-arte.com/kunst/michael_travers/fathon_hi.jpg,320,429
55,https://www.copia-di-arte.com/a/rembrandt-van-rijn/christ-risen-from-the-dea.html,Rembrandt van Rijn(1606  - 1669),Barocco,Christ risen from the dead.(1661),https://www.copia-di-arte.com/kunst/rembrandt_hamerszoon_van_rijn/der-auferstandene-christus.jpg,480,388
56,https://www.copia-di-arte.com/a/henri-de-toulouse-lautrec-1/napoleon-riding.html,Henri de Toulouse-Lautrec(1864  - 1901),Post-impressionismo,Napoleon Riding(1895),https://www.copia-di-arte.com/kunst/henri_de_toulouse_lautrec_736//Napoleon-Riding.jpg,480,372
57,https://www.copia-di-arte.com/a/wassily-kandinsky/fusingpinkverschmelzendes.html,Wassily Kandinsky(16. Dezember 1866  - 13. Dezember 1944),Espressionismo,Fusing Pink(1928),https://www.copia-di-arte.com/kunst/wassily_kandinsky/fusing-pink.jpg,349,480
58,https://www.copia-di-arte.com/a/cranach-il-vecchio/dasgoldenezeitalter.html,Lucas Cranach il Vecchio(1472  - 1553),Rinascimento,The Golden Age,https://www.copia-di-arte.com/kunst/lucas_cranach_d_ae/lucas_cranach_d_ae_das_goldene_zeitalter-1.jpg,336,480
59,https://www.copia-di-arte.com/a/jones-3/shalli.html,Hilary  Jones,Arte concreta figurativa,Shall I? ,https://www.copia-di-arte.com/kunst/hilary_jones/shall_i.jpg,416,440
60,https://www.copia-di-arte.com/a/william-turner/cockermouth-castle.html,William Turner(1775  - 1851),Romanticismo,Cockermouth Castle(c.1810),https://www.copia-di-arte.com/kunst/joseph_mallord_william_turner_746/cockermouth_castle_hi.jpg,236,360
61,https://www.copia-di-arte.com/a/eugene-boudin/on-the-beach-4.html,Eugène Boudin(1824  - 1898),Impressionismo,On the Beach(1866 cil a),https://www.copia-di-arte.com/kunst/eugene_boudin/xir57299_.jpg,259,480
62,https://www.copia-di-arte.com/a/bonnard-pierre/prunes_et_raisins.html,Pierre Bonnard(1867  - 1947),Post-impressionismo,Prunes et raisins(1907),https://www.copia-di-arte.com/kunst/pierre_bonnard/prunes_et_raisins.jpg,344,600
63,https://www.copia-di-arte.com/a/wassily-kandinsky/study-for-a-holy-communio.html,Wassily Kandinsky(16. Dezember 1866  - 13. Dezember 1944),Espressionismo,Study for a Holy Communion.(1910),https://www.copia-di-arte.com/kunst/wassily_kandinsky/studie_abendmahl_hi.jpg,640,534
64,https://www.copia-di-arte.com/a/michelangelo-buonarroti/preparatory-sketch-for-th.html,Michelangelo Buonarroti(1475  - 1564),Rinascimento,Preparatory sketch for the 'Battle of the Cascina' and two additional sketches,https://www.copia-di-arte.com/kunst/michelangelo_caravaggio/preparatory_sketch_battle_cas_hi.jpg,253,360
65,https://www.copia-di-arte.com/a/camille-pissarro/meadow-at-eragny.html,Camille Pissarro(1830  - 1903),Impressionismo,Meadow at Eragny(1885),https://www.copia-di-arte.com/kunst/camille_pissarro_59/meadow_eragny_hi.jpg,300,360
66,https://www.copia-di-arte.com/a/ruysch-rachel/still-life-of-roses-lilie.html,Rachel Ruysch(1664  - 1750),Barocco,"Still life of roses, lilies, tulips and other flowers in a glass vase with a Brindled Beauty on a st(1704)",https://www.copia-di-arte.com/kunst/rachel_ruysch/still-life-of-roses-lilies-tulips-and-other-flowers_ruysch.jpg,480,370
67,https://www.copia-di-arte.com/a/albrecht-durer/herculesamscheidewege.html,Albrecht Duerer(1471  - 1528),Rinascimento,Hercules am Scheidewege.,https://www.copia-di-arte.com/kunst/albrecht_duerer/hercules_am_scheidewege.jpg,640,496
68,https://www.copia-di-arte.com/a/pierre-auguste-renoir/maternitfemmeallaitantsonenfant.html,Pierre-Auguste Renoir(1841  - 1919),Post-impressionismo,Maternite. Femme allaitant son enfant,https://www.copia-di-arte.com/kunst/noartist/m/maternit_femme_allaitant_son_e.jpg,582,429
69,https://www.copia-di-arte.com/a/guido-reni/renithemassacreotheinnoce.html,Guido Reni(1575  - 1642),Barocco,Reni/The Massacre o.the Innocents/c.1611,https://www.copia-di-arte.com/kunst/noartist/r/renithe_massacre_othe_innocent.jpg,480,390
70,https://www.copia-di-arte.com/a/diego-rodriguez-velazquez/dvelzquezsibyl-2.html,Diego Rodriguez de Silva y Velázquez(1599  - 1660),Barocco,"D.Velázquez, Sibyl",https://www.copia-di-arte.com/kunst/diego_rodriguez_de_silva_y_vel/sibyl.jpg,480,435
71,https://www.copia-di-arte.com/a/henri-de-toulouse-lautrec-1/yvetteguilbert1867-1944ta.html,Henri de Toulouse-Lautrec(1864  - 1901),Post-impressionismo,Yvette Guilbert (1867-1944) taking a Curtain Call,https://www.copia-di-arte.com/kunst/henri_de_toulouse-lautrec/yvette_guilbert_1867_1944_taki.jpg,440,215
72,https://www.copia-di-arte.com/a/pierre-auguste-renoir/la-ragazza-porta-i-fiori.html,Pierre-Auguste Renoir(1841  - 1919),Post-impressionismo,La ragazza porta i fiori(1888),https://www.copia-di-arte.com/kunst/pierre_auguste_renoir/xir72601.jpg,480,398
73,https://www.copia-di-arte.com/a/scuola-inglese/thekaiserwilhelmfromleisu.html, Scuola Inglese(18th century ),Arte Vittoriana,"The Kaiser Wilhelm, from ''Leisure Hour''",https://www.copia-di-arte.com/kunst/english_school/the_kaiser_wilhelm_from_leisur.jpg,440,281
74,https://www.copia-di-arte.com/a/jean-auguste-ingres/pope-pius-vii-luigi-barna.html,Jean Auguste Dominique Ingres(1780  - 1867),Classicismo,Pope Pius VII (Luigi Barnaba Chiaramonti) (1742-1823) attending chapel(1820),https://www.copia-di-arte.com/kunst/jean_auguste_dominique_ingres_30/pope_pius.jpg,400,319
75,https://www.copia-di-arte.com/a/claude-monet/ninfee-monet-3.html,Claude Monet(1840  - 1926),Impressionismo,Ninfee(1903),https://www.copia-di-arte.com/kunst/claude_monet/waterlilies_mmt160198_hi.jpg,320,360
76,https://www.copia-di-arte.com/a/albrecht-durer/castleruinsbyariverdrer14.html,Albrecht Duerer(1471  - 1528),Rinascimento,Castle Ruins by a River / Dürer / 1494/5,https://www.copia-di-arte.com/kunst/noartist/c/castle_ruins_by_a_river__duere.jpg,292,480
77,https://www.copia-di-arte.com/a/burne-jones-sir-edward/the-doors-of-hell.html,Sir Edward Burne-Jones(1833  - 1898),Arte Vittoriana,The Doors of Hell,https://www.copia-di-arte.com/kunst/sir_edward_burne_jones/doors_hell_hi.jpg,472,360
78,https://www.copia-di-arte.com/a/william-blake/the-marriage-of-heaven-an.html,William Blake(1757  - 1827),Arte Vittoriana,The Marriage of Heaven and Hell; title-page(1790-93),https://www.copia-di-arte.com/kunst/william_blake/marriage_heaven_hell_title_hi.jpg,544,360
79,https://www.copia-di-arte.com/a/raffaello-sanzio-urbino/the-mass-of-bolsena-from.html,(Raffaello) Raffaello Sanzio(1483  - 1520),Rinascimento,"The Mass of Bolsena, from the Stanza dell'Eliodor(1511-14)",https://www.copia-di-arte.com/kunst/raffael_eigntl_rafaello_santi/mass_bolsena_stanza_delleliod_hi.jpg,282,360
80,https://www.copia-di-arte.com/a/scuola-inglese/sultanabdulmedjid.html, Scuola Inglese(18th century ),Arte Vittoriana,Sultan Abdul Medjid,https://www.copia-di-arte.com/kunst/english_school/sultan_abdul_medjid.jpg,440,300
81,https://www.copia-di-arte.com/a/tiziano-vercellio/tarquiniusundlucrecia.html, Tiziano (alias Tiziano Vercellio)(ca. 1488  - 1576),Rinascimento,Tarquinius und Lucrecia(1568/1571),https://www.copia-di-arte.com/kunst/tizian_eigentl_tiziano_vercel/tarquinius_und_lucrecia.jpg,640,564
82,https://www.copia-di-arte.com/a/roberts-david/edfuhorustempelinnenansic.html,David Roberts(1796  - 1864),Romanticismo,"Edfu , Horus Temple",https://www.copia-di-arte.com/kunst/david_roberts/horustempel-innenansicht.jpg,352,480
83,https://www.copia-di-arte.com/a/burne-jones-sir-edward/king-renes-wedding.html,Sir Edward Burne-Jones(1833  - 1898),Arte Vittoriana,King Rene's Wedding(1870),https://www.copia-di-arte.com/kunst/sir_edward_burne_jones/king_renes_wedding_hi.jpg,475,360
84,https://www.copia-di-arte.com/a/jacob-philipp-hackert/shneferdinandsivbeiweinle.html,Jacob Philipp Hackert(1737  - 1807),Classicismo,,https://www.copia-di-arte.com/kunst/jacob_philipp_hackert/soehneferdinandsivbeiweinlese.jpg,347,480
85,https://www.copia-di-arte.com/a/claude-monet/the-promenaders-or-bazill.html,Claude Monet(1840  - 1926),Impressionismo,"The Promenaders, or Bazille and Camille(1865)",https://www.copia-di-arte.com/kunst/claude_monet/the-promenaders-or-bazille-and-camille.jpg,480,356
86,https://www.copia-di-arte.com/a/scuola-inglese/portraitofpellegrinomatte.html, Scuola Inglese(18th century ),Arte Vittoriana,"Portrait of Pellegrino Matteucci, from ''Leisure Hour''",https://www.copia-di-arte.com/kunst/english_school/portrait_of_pellegrino_matteuc.jpg,440,422
87,https://www.copia-di-arte.com/a/john-constable/east-bergholt-church-1.html,John Constable(1776  - 1837),Romanticismo,East Bergholt Church,https://www.copia-di-arte.com/kunst/john_constable/east_bergholt_church_gea34866_hi.jpg,520,360
88,https://www.copia-di-arte.com/a/nicolas-poussin/theapparitionofthevirgint-1.html,Nicolas Poussin(1594  - 1665),Classicismo,"The Apparition of the Virgin the St. James the Great, c.1629-30",https://www.copia-di-arte.com/kunst/nicolas_poussin/the_apparition_of_the_virgin_t.jpg,440,352
89,https://www.copia-di-arte.com/a/pierre-auguste-renoir/arenoir_moulin_de_la_gal-1.html,Pierre-Auguste Renoir(1841  - 1919),Post-impressionismo,"A.Renoir, Moulin de la Galette / Detail",https://www.copia-di-arte.com/kunst/pierre_auguste_renoir/akg3fk-r3-v3-c-2_v1.jpg,480,378
90,https://www.copia-di-arte.com/a/albrecht-durer/castello-courtyard.html,Albrecht Duerer(1471  - 1528),Rinascimento,"Castello Courtyard, Innsbruck",https://www.copia-di-arte.com/kunst/albrecht_duerer/castel_courtyard.jpg,400,322
91,https://www.copia-di-arte.com/a/gruenewald-mathias/means-isenheimer-altar-de.html,Mathias (Mathis Gothart) Grünewald(um 1475  - 1528),Rinascimento,Means Isenheimer altar detail feast of the the closed Retabel: Magdalena under the cross,https://www.copia-di-arte.com/kunst/mathias_mathis_gothart_gruenew/isenheimer_altar_detail_mitte_hi.jpg,640,448
92,https://www.copia-di-arte.com/a/ernst-ludwig-kirchner/zweiweiblicheakte.html,Ernst Ludwig Kirchner(1880  - 1938),Espressionismo,,https://www.copia-di-arte.com/kunst/ernst_ludwig_kirchner/zweiweiblicheakte.jpg,480,241
93,https://www.copia-di-arte.com/a/bonnard-pierre/lhomme_et_la_femme.html,Pierre Bonnard(1867  - 1947),Post-impressionismo,L'Homme et la femme(1900),https://www.copia-di-arte.com/kunst/pierre_bonnard/LHomme-et-la-femme.jpg,480,304
94,https://www.copia-di-arte.com/a/edouard-manet/the-soap-bubbles.html,Edouard Manet(1832  - 1883),Impressionismo,The soap-bubbles(1867),https://www.copia-di-arte.com/kunst/edouard_manet_739/1015738_v1.jpg,480,388
95,https://www.copia-di-arte.com/a/leistikow-walter/dergrunewaldsee.html,Walter Leistikow(1865  - 1908),Post-impressionismo,Lake Grunewald(1895),https://www.copia-di-arte.com/kunst/walter_leistikow/der_grunewaldsee.jpg.jpg,324,480
96,https://www.copia-di-arte.com/a/peter-paul-rubens/rubenschristonthecross-2.html,Peter Paul Rubens(1577  - 1640),Barocco,"Rubens, Christ on the Cross",https://www.copia-di-arte.com/kunst/noartist/r/rubens_christ_on_the_cross.jpg,480,340
97,https://www.copia-di-arte.com/a/michelangelo-buonarroti/david-5.html,Michelangelo Buonarroti(1475  - 1564),Rinascimento,David,https://www.copia-di-arte.com/kunst/michelangelo_buonarroti//David.jpg,480,381
98,https://www.copia-di-arte.com/a/fantin-latour-henri/still-life-of-grapes-2.html,Henri Fantin-Latour(1836  - 1904),Post-impressionismo,Still Life of Grapes(1890),https://www.copia-di-arte.com/kunst/henri_fantin_latour//Still-Life-of-Grapes.jpg,333,480
99,https://www.copia-di-arte.com/a/camille-pissarro/kew-green-london.html,Camille Pissarro(1830  - 1903),Impressionismo,"Kew Green, London(1892)",https://www.copia-di-arte.com/kunst/camille_pissarro_59/kew_green.jpg,368,440
100,https://www.copia-di-arte.com/a/bartolome-esteban-murillo/portrait-of-nicolas-omasu.html,Bartolomé Esteban Perez Murillo(1618  - 1682),Barocco,Portrait of Nicolas Omasur(1672),https://www.copia-di-arte.com/kunst/bartolome_esteban_murillo/portrait_nicolas_omasur_hi.jpg,421,360
101,https://www.copia-di-arte.com/a/john-constable/trees-and-stretch-of-wate.html,John Constable(1776  - 1837),Romanticismo,Trees and stretch of water on the Stour (brown wash),https://www.copia-di-arte.com/kunst/john_constable/trees_stretch_water_stour_bro_hi.jpg,442,360
102,https://www.copia-di-arte.com/a/bonnard-pierre/le_golfe_de_saint_tr.html,Pierre Bonnard(1867  - 1947),Post-impressionismo,Le Golfe de Saint-Tropez(1937),https://www.copia-di-arte.com/kunst/pierre_bonnard/le_golfe_de_saint_tropez.jpg,357,600
103,https://www.copia-di-arte.com/a/taylor-2/waiting2001oiloncanvas.html,Stevie  Taylor,Arte astratta figurativa,"Waiting, 2001 (oil on canvas) ",https://www.copia-di-arte.com/kunst/stevie_taylor/waiting_2001_oil_on_canvas.jpg,440,314
104,https://www.copia-di-arte.com/a/paul-gauguin/dergrossebuddha.html,Paul Gauguin(1848  - 1903),Post-impressionismo,The great Buddha(1899),https://www.copia-di-arte.com/kunst/paul_gauguin/der_grosse_buddha.jpg,589,428
105,https://www.copia-di-arte.com/a/hardy-heywood/couple-riding-with-their.html,Heywood Hardy(1861  - 1903),Romanticismo,Couple Riding with Their Dogs,https://www.copia-di-arte.com/kunst/heywood_hardy/Couple-Riding-with-Their-Dogs.jpg,480,332
