,image_link,artists,art_movement,title,jpeg,height,width
26,https://www.copia-di-arte.com/a/claude-monet/la-scala.html,Claude Monet(1840  - 1926),Impressionismo,La scala,https://www.copia-di-arte.com/kunst/claude_monet/die-treppe-claude-monet.jpg,480,387
27,https://www.copia-di-arte.com/a/bonnard-pierre/act-of-a-woman-in-front-o.html,Pierre Bonnard(1867  - 1947),Post-impressionismo,Act of a woman in front of flowered wallpaper,https://www.copia-di-arte.com/kunst/pierre_bonnard/akt_frau_gebluemter_tapete_hi.jpg,226,84
28,https://www.copia-di-arte.com/a/eugene-boudin/seascape-17.html,Eugène Boudin(1824  - 1898),Impressionismo,Seascape(1872),https://www.copia-di-arte.com/kunst/eugene_boudin/seascape_ffa178191_hi.jpg,219,360
29,https://www.copia-di-arte.com/a/chardin-jean-baptiste/lesingeantiquaire.html,Jean-Baptiste Siméon Chardin(1699  - 1779),Romanticismo,Le singe antiquaire(1740),https://www.copia-di-arte.com/kunst/noartist/l/le_singe_antiquaire.jpg,582,450
30,https://www.copia-di-arte.com/a/john-singer-sargent/nonchaloir-riposo.html,John Singer Sargent(1856  - 1925),Impressionismo,Nonchaloir (Riposo),https://www.copia-di-arte.com/kunst/john_singer_sargent_2815/repose.jpg,300,440
31,https://www.copia-di-arte.com/a/travers/stellaglow.html,Michael Travers,Arte Figurativa astratta,Stella glow,https://www.copia-di-arte.com/kunst/michael_travers/stella_glow_hi.jpg,320,227
32,https://www.copia-di-arte.com/a/egon-schiele/selbstbildnisalsakt-1.html,Egon Schiele(1890  - 1918),Espressionismo,,https://www.copia-di-arte.com/kunst/egon_schiele/1-s480-c1916_v1-1.jpg,309,480
33,https://www.copia-di-arte.com/a/andy-warhol-1/elvis-1963-aw-928.html,Andy Warhol(1928  - 1987),Arte Figurativa astratta,"Elvis, 1963  - (AW-928)",https://www.copia-di-arte.com/kunst/andy_warhol_11039/elvis1963_double.jpg,640,426
34,https://www.copia-di-arte.com/a/von-schwind-moritz-1/detailofdersaengerkreiswa.html,Moritz von Schwind(1804  - 1871),Romanticismo,"Detail of Der Saengerkreis, Wartburg Castle, c.1845/55",https://www.copia-di-arte.com/kunst/moritz_von_schwind/detail_of_der_saengerkreis_war.jpg,440,308
35,https://www.copia-di-arte.com/a/ende-oliver/chinatown-oliverende.html,Oliver Ende(1977 ),Arte Figurativa astratta,Chinatown,https://www.copia-di-arte.com/kunst/ende_oliver/chinatown.jpg,235,480
36,https://www.copia-di-arte.com/a/paul-cezanne/medea-6.html,Paul Cézanne(1839  - 1906),Impressionismo,,https://www.copia-di-arte.com/kunst/paul_cezanne/medea.jpg,480,311
37,https://www.copia-di-arte.com/a/albrecht-durer/MariaundKindMadonnaandChildDrerAlbrecht.html,Albrecht Duerer(1471  - 1528),Rinascimento,Madonna and Child,https://www.copia-di-arte.com/kunst/albrecht_duerer/maddona_con_ani.jpg,400,297
38,https://www.copia-di-arte.com/a/willis-2/motherandchild1991oilonca.html,Tilly  Willis,Arte astratta figurativa,"Mother and Child, 1991 (oil on canvas) ",https://www.copia-di-arte.com/kunst/tilly_willis_1/mother_and_child_1991_oil_on_c.jpg,348,440
39,https://www.copia-di-arte.com/a/zorn-anders-leonard/weielilien.html,Anders Leonard Zorn(1860  - 1920),Post-impressionismo,White Lilium(1885),https://www.copia-di-arte.com/kunst/anders_leonard_zorn/weisse-lilien.jpg,480,332
40,https://www.copia-di-arte.com/a/eckersberg-christoffer-wi/jungefrauvoreinemspiegel.html,Christoffer Wilhelm Eckersberg(1783  - 1853),Romanticismo,Morning Toilet(1841),https://www.copia-di-arte.com/kunst/christoffer_wilhelm_eckersberg_2959/junge_frau_vor_einem_spiegel.jpg,582,432
41,https://www.copia-di-arte.com/a/pierre-auguste-renoir/treppeinalgierslescaliera.html,Pierre-Auguste Renoir(1841  - 1919),Post-impressionismo,"Treppe in Algiers (L'Escalier, Algiers)(Um 1882)",https://www.copia-di-arte.com/kunst/pierre_auguste_renoir/treppe_in_algiers_lescalier_al.jpg,640,532
42,https://www.copia-di-arte.com/a/max-liebermann/artistsnotesonachairinkon.html,Max Liebermann(1847  - 1935),Impressionismo,Artist's notes on a chair (ink on paper) (see 157643)(19th),https://www.copia-di-arte.com/kunst/max_liebermann/artists_notes_on_a_chair_ink_o_hi.jpg,320,397
43,https://www.copia-di-arte.com/a/gerard-francois-pascal/napoleonbonapartealsersterkonsulderfranzsischenrep-1.html,François Pascal Simon Gérard(1770  - 1837),Classicismo,Portrait of Napoleon Bonaparte as First Consul(1803),https://www.copia-di-arte.com/kunst/francois_pascal_simon_gerard/napoleon_bonaparte_als_erster.jpg,589,494
44,https://www.copia-di-arte.com/a/albrecht-durer/diemarterderzehntausendchristen.html,Albrecht Duerer(1471  - 1528),Rinascimento,The Martyrdom of the Ten Thousand(1497),https://www.copia-di-arte.com/kunst/albrecht_duerer/die_marter_der_zehntausend_chr.jpg,558,408
45,https://www.copia-di-arte.com/a/max-liebermann/hollndischedorfstrae.html,Max Liebermann(1847  - 1935),Impressionismo,Holländische Dorfstraße(1885),https://www.copia-di-arte.com/kunst/max_liebermann/hollaendische-dorfstrasze.jpg,370,480
46,https://www.copia-di-arte.com/a/diego-rodriguez-velazquez/portrait-of-the-court-jes.html,Diego Rodriguez de Silva y Velázquez(1599  - 1660),Barocco,Portrait of the court jester Don Diego de Acedo of El Primo.(1644),https://www.copia-di-arte.com/kunst/diego_rodriguez_de_velazquez/bildnis_hofnarren_don_diego_d_hi.jpg,226,172
47,https://www.copia-di-arte.com/a/edouard-manet/theruemosnierwithworkmen.html,Edouard Manet(1832  - 1883),Impressionismo,The Rue Mosnier with Workmen,https://www.copia-di-arte.com/kunst/edouard_manet_739/the_rue_mosnier_with_workmen.jpg,352,440
48,https://www.copia-di-arte.com/a/william-turner/a-scene-in-bagley-wood-ne.html,William Turner(1775  - 1851),Romanticismo,A Scene in Bagley Wood near Oxford (w/c and bodycolour),https://www.copia-di-arte.com/kunst/william_turner/bon58939_v1.jpg,328,480
49,https://www.copia-di-arte.com/a/edgar-degas/woman-drying-herself-past.html,Edgar Degas(1834  - 1917),Impressionismo,Woman drying herself (pastel),https://www.copia-di-arte.com/kunst/edgar_degas_641/woman_drying_pastel_hi.jpg,289,360
50,https://www.copia-di-arte.com/a/sir-john-everett-millais/the-northwest-arcade.html,Sir John Everett Millais(1829  - 1896),Arte Vittoriana,The northwest arcade(1874),https://www.copia-di-arte.com/kunst/sir_john_everett_millais/nordwestpassage_hi.jpg,182,226
51,https://www.copia-di-arte.com/a/sir-anthonis-van-dyck/portrait-of-the-court-mus.html,Sir Anthonis van Dyck(1599  - 1641),Barocco,Portrait of the court music master Nicholas Lanier(um 1630/32),https://www.copia-di-arte.com/kunst/sir_anthonis_van_dyck/bildnis_hofmusikmeisters_nich_hi.jpg,640,508
52,https://www.copia-di-arte.com/a/pierre-auguste-renoir/renoirforestpathc1875-2.html,Pierre-Auguste Renoir(1841  - 1919),Post-impressionismo,Renoir / Forest path / c.1875,https://www.copia-di-arte.com/kunst/noartist/r/renoir__forest_path__c1875.jpg,378,480
53,https://www.copia-di-arte.com/a/david-teniers/the-reconciliation-of-rin.html,David Teniers(1610  - 1690),Barocco,The Reconciliation of Rinaldo and Armida(1836),https://www.copia-di-arte.com/kunst/david_dj_teniers/reconciliation_rinaldo_armida_hi.jpg,252,360
54,https://www.copia-di-arte.com/a/paul-cezanne/the-banks-of-the-marne.html,Paul Cézanne(1839  - 1906),Impressionismo,The Banks of the Marne(1888),https://www.copia-di-arte.com/kunst/paul_cezanne/banks_marne_hi.jpg,282,360
55,https://www.copia-di-arte.com/a/neal/boathousederwentwatercumb-1.html,Trevor  Neal,Arte concreta figurativa,"Boathouse, Derwentwater, Cumbria",https://www.copia-di-arte.com/kunst/trevor_neal/boathouse_derwentwater_cumbria.jpg,288,440
56,https://www.copia-di-arte.com/a/chardin-jean-baptiste/the-young-schoolmistress.html,Jean-Baptiste Siméon Chardin(1699  - 1779),Romanticismo,The Young Schoolmistress(1740),https://www.copia-di-arte.com/kunst/jean_baptiste_simeon_chardin/young_schoolmistress_hi.jpg,323,360
57,https://www.copia-di-arte.com/a/alfred-sisley-1/the-loing-canal-and-the-c.html,Alfred Sisley(1839  - 1899),Impressionismo,The Loing Canal and the Church at Moret(1886),https://www.copia-di-arte.com/kunst/alfred_sisley_769//The-Loing-Canal-and-the-Church-at-Moret.jpg,355,480
58,https://www.copia-di-arte.com/a/pierre-joseph-redoute/camelliaredout-2-1.html,Pierre Joseph Redouté(1759  - 1840),Classicismo,Camellia / Redouté,https://www.copia-di-arte.com/kunst/pierre_joseph_redoute/camellia_1.jpg,480,363
59,https://www.copia-di-arte.com/a/edvard-munch/mdchenaufdempier.html,Edvard Munch(1863  - 1944),Espressionismo,Girls on the pier,https://www.copia-di-arte.com/kunst/edvard_munch_11004/auf-dem-pier.jpg,480,415
60,https://www.copia-di-arte.com/a/franz-xaver-winterhalter/portrait-of-napoleon-iii.html,Franz Xaver Winterhalter(1805  - 1873),Classicismo,Portrait of Napoleon III (1808-73),https://www.copia-di-arte.com/kunst/franz_xaver_winterhalter/xir57418.jpg,480,376
61,https://www.copia-di-arte.com/a/adlington/wildboartrotting.html,Mark  Adlington,Arte concreta figurativa,Wild Boar Trotting,https://www.copia-di-arte.com/kunst/mark_adlington//Wild-Boar-Trotting.jpg,343,480
62,https://www.copia-di-arte.com/a/lovis-corinth/portrait-of-dr-edward-mey.html,Lovis Corinth(1858  - 1925),Espressionismo,Portrait of Dr Edward Meyer(1911),https://www.copia-di-arte.com/kunst/lovis_corinth/portrait_dr_edward_meyer_hi.jpg,519,360
63,https://www.copia-di-arte.com/a/rembrandt-van-rijn/nacktefrauaufeinerbank.html,Rembrandt van Rijn(1606  - 1669),Barocco,Nackte Frau auf einer Bank,https://www.copia-di-arte.com/kunst/rembrandt_hamerszoon_van_rijn//2-M145-A3-1658-1.jpg,480,386
64,https://www.copia-di-arte.com/a/gerard-francois-pascal/portrait-of-napoleon-1769-1.html,François Pascal Simon Gérard(1770  - 1837),Classicismo,Portrait of Napoleon (1769-1821) in Uniform,https://www.copia-di-arte.com/kunst/francois_pascal_simon_gerard_293/portrait_napoleon_1769_1821_u_hi.jpg,441,360
65,https://www.copia-di-arte.com/a/travers/greencornerbend.html,Michael Travers,Arte Figurativa astratta,green corner bend,https://www.copia-di-arte.com/kunst/michael_travers/green_corner_bend_hi.jpg,320,450
66,https://www.copia-di-arte.com/a/lovis-corinth/blickaufdenkhlbrand.html,Lovis Corinth(1858  - 1925),Espressionismo,,https://www.copia-di-arte.com/kunst/lovis_corinth/blickaufdenkoehlbrand.jpg,405,480
67,https://www.copia-di-arte.com/a/james-jacques-tissot/jtissottrystatariversidec.html,James Jacques Tissot(1836  - 1902),Arte Vittoriana,"J.Tissot, Tryst at a Riverside Cafe",https://www.copia-di-arte.com/kunst/noartist/j/jtissot_tryst_at_a_riverside_c.jpg,363,480
68,https://www.copia-di-arte.com/a/travers/silverchristmas.html,Michael Travers,Arte Figurativa astratta,silver christmas,https://www.copia-di-arte.com/kunst/michael_travers/silver_christmas_hi.jpg,320,437
69,https://www.copia-di-arte.com/a/pierre-joseph-redoute/rosa-gallica-agatha-proli.html,Pierre Joseph Redouté(1759  - 1840),Classicismo,Rosa Gallica Agatha Prolifera,https://www.copia-di-arte.com/kunst/pierre_joseph_redoute/rosa_gallica_agatha_prolifera_hi.jpg,488,360
70,https://www.copia-di-arte.com/a/adlington/magnificentfallowbuck.html,Mark  Adlington,Arte concreta figurativa,Magnificent Fallow Buck,https://www.copia-di-arte.com/kunst/mark_adlington/Magnificent-Fallow-Buck.jpg,365,480
71,https://www.copia-di-arte.com/a/cranach-il-vecchio/christusamlberg-13.html,Lucas Cranach il Vecchio(1472  - 1553),Rinascimento,The Agony in the Garden,https://www.copia-di-arte.com/kunst/lucas_cranach_d_ae/christus_am_oelberg-2.jpg,589,525
72,https://www.copia-di-arte.com/a/peter-paul-rubens/sceneofloveorthegallantco.html,Peter Paul Rubens(1577  - 1640),Barocco,"Scene of Love or, The Gallant Conversation",https://www.copia-di-arte.com/kunst/peter_paul_rubens/scene_of_love_or_the_gallant_c.jpg,440,364
73,https://www.copia-di-arte.com/a/cranach-il-vecchio/katharinenaltarlinkerflgeldieheiligendorotheaagnes.html,Lucas Cranach il Vecchio(1472  - 1553),Rinascimento,"Altarpiece with the Martyrdom of Saint Catharine, left wing: The Saints Dorothea, Agnes and Cunigund(1506)",https://www.copia-di-arte.com/kunst/lucas_cranach_d_ae/katharinenaltar_linker_fluegel.jpg,657,344
74,https://www.copia-di-arte.com/a/leonardo-da-vinci/eindracheattakierteinenlw.html,Leonardo da Vinci(1452  - 1519),Rinascimento,Ein Drache attakiert einen Löwen.,https://www.copia-di-arte.com/kunst/leonardo_da_vinci/ein_drache_attakiert_einen_loe.jpg,458,640
75,https://www.copia-di-arte.com/a/caspar-david-friedrich/rovine-eldena.html,Caspar David Friedrich(1774  - 1840),Romanticismo,Rovine Eldena(um 1825),https://www.copia-di-arte.com/kunst/caspar_david_friedrich/5957000.jpg,343,480
76,https://www.copia-di-arte.com/a/tiziano-vercellio/allegory-of-the-ages.html, Tiziano (alias Tiziano Vercellio)(ca. 1488  - 1576),Rinascimento,Allegory of the ages(1510),https://www.copia-di-arte.com/kunst/tizian_eigentl_tiziano_vercel/art1719--3855.jpg,252,440
77,https://www.copia-di-arte.com/a/edvard-munch/sommernacht_die_stim.html,Edvard Munch(1863  - 1944),Espressionismo,,https://www.copia-di-arte.com/kunst/edvard_munch_11004/sommernacht_die_stimme.jpg-1,479,640
78,https://www.copia-di-arte.com/a/john-constable/the-valley-of-the-stour.html,John Constable(1776  - 1837),Romanticismo,The Valley of the Stour,https://www.copia-di-arte.com/kunst/john_constable/valley-of-the-stour.jpg,316,480
79,https://www.copia-di-arte.com/a/neal/frenchpatio2006oilonboard.html,Trevor  Neal,Arte concreta figurativa,"French Patio, 2006 (oil on board) ",https://www.copia-di-arte.com/kunst/trevor_neal/French-Patio.jpg,533,800
80,https://www.copia-di-arte.com/a/alfred-sisley-1/on-the-bank-of-the-river.html,Alfred Sisley(1839  - 1899),Impressionismo,On the bank of the river Loing in SaintMammès.(1885),https://www.copia-di-arte.com/kunst/alfred_sisley_769/sisley_Saint_Mammes.jpg,354,480
81,https://www.copia-di-arte.com/a/paul-gauguin/selbstbildnismitmanaotupa.html,Paul Gauguin(1848  - 1903),Post-impressionismo,Self-portrait w. Manao Tupa.,https://www.copia-di-arte.com/kunst/paul_gauguin/manao-tupa.jpg,480,396
82,https://www.copia-di-arte.com/a/travers/musicnoteclean.html,Michael Travers,Arte Figurativa astratta,music note clean,https://www.copia-di-arte.com/kunst/michael_travers/music_note_clean_hi.jpg,320,450
83,https://www.copia-di-arte.com/a/caspar-david-friedrich/boehmische-landschaft-mit.html,Caspar David Friedrich(1774  - 1840),Romanticismo,Boehmische Landschaft mit dem Milleschauer(1808),,,
84,https://www.copia-di-arte.com/a/camille-pissarro/view-of-pontoise-2.html,Camille Pissarro(1830  - 1903),Impressionismo,View of Pontoise(1873),https://www.copia-di-arte.com/kunst/camille_pissarro_59/view_pontoise_mfa212182_hi.jpg,233,360
85,https://www.copia-di-arte.com/a/camille-pissarro/woman-in-front-of-a-mirro.html,Camille Pissarro(1830  - 1903),Impressionismo,Woman in front of a mirror(1887),https://www.copia-di-arte.com/kunst/camille_pissarro_59/femme-devant-un-miroir.jpg,480,360
86,https://www.copia-di-arte.com/a/eugene-boudin/onthebeachattrouvillec186.html,Eugène Boudin(1824  - 1898),Impressionismo,"On the Beach at Trouville, c.1865",https://www.copia-di-arte.com/kunst/eugenelouis_boudin/on_the_beach_at_trouville_c186.jpg,336,440
87,https://www.copia-di-arte.com/a/david-teniers/the-consecration-of-a-vil.html,David Teniers(1610  - 1690),Barocco,The Consecration of a Village Church(c.1650),https://www.copia-di-arte.com/kunst/david_dj_teniers/consecration_village_church_hi.jpg,240,360
88,https://www.copia-di-arte.com/a/joh-heinrich-tischbein/derlangeschatten.html,Joh. Heinrich Wilhelm Tischbein(1751  - 1829),Classicismo,Der lange Schatten(1805),https://www.copia-di-arte.com/kunst/joh_heinrich_wilhelm_tischbein/Der-lange-Schatten.jpg,480,411
89,https://www.copia-di-arte.com/a/jan-vermeer-van-delft/woman-reading-a-letter.html,Johannes Vermeer (1632  - 1675),Barocco,Woman Reading a Letter(c.1662-63),https://www.copia-di-arte.com/kunst/jan_vermeer_van_delft/woman_reading_letter_bbc216273_hi.jpg,403,360
90,https://www.copia-di-arte.com/a/jean-babtiste-corot/louis-robert-1841-77.html,Jean-Babtiste-Camille Corot(1796  - 1875),Romanticismo,Louis Robert (1841-77),https://www.copia-di-arte.com/kunst/jean_babtiste_camille_corot/louis_robert_1841_77_hi.jpg,457,360
91,https://www.copia-di-arte.com/a/camille-pissarro/landscape-with-a-white-ho.html,Camille Pissarro(1830  - 1903),Impressionismo,"Landscape with a white horse on a meadow, L, ' Hermitage(1872)",https://www.copia-di-arte.com/kunst/camille_pissarro_59/landschaft_weissem_pferd_wies_hi.jpg,335,400
92,https://www.copia-di-arte.com/a/ernst-ludwig-kirchner/badendeinmoritzburg.html,Ernst Ludwig Kirchner(1880  - 1938),Espressionismo,,https://www.copia-di-arte.com/kunst/ernst_ludwig_kirchner/Badende-in-Moritzburg.jpg,368,480
93,https://www.copia-di-arte.com/a/pierre-auguste-renoir/derpulverturmvonlarochell.html,Pierre-Auguste Renoir(1841  - 1919),Post-impressionismo,Der Pulverturm von La Rochelle.,https://www.copia-di-arte.com/kunst/pierre_auguste_renoir/der_pulverturm_von_la_rochelle.jpg,500,640
94,https://www.copia-di-arte.com/a/modersohn-becker-paula-1/hockendesmdchenmitstorch.html,Paula Modersohn-Becker(1876  - 1907),Espressionismo,Hockendes Mädchen mit Storch(1906/07),https://www.copia-di-arte.com/kunst/paula_modersohn_becker_87/hockendes_maedchen_mit_storch.jpg,640,484
95,https://www.copia-di-arte.com/a/tiziano-vercellio/pentecost-3.html, Tiziano (alias Tiziano Vercellio)(ca. 1488  - 1576),Rinascimento,Pentecost,https://www.copia-di-arte.com/kunst/tizian_eigentl_tiziano_vercel/pentecost.jpg,400,288
96,https://www.copia-di-arte.com/a/travers/shootingredsky.html,Michael Travers,Arte Figurativa astratta,shooting red sky,https://www.copia-di-arte.com/kunst/michael_travers/shooting_red_sky_hi.jpg,320,227
97,https://www.copia-di-arte.com/a/paul-gauguin/ruejouvenetinrouen.html,Paul Gauguin(1848  - 1903),Post-impressionismo,Rue Jouvenet in Rouen(1884),https://www.copia-di-arte.com/kunst/paul_gauguin/Rue-Jouvenet-in-Rouen.jpg,480,413
98,https://www.copia-di-arte.com/a/wassily-kandinsky/with-a-yellow-horse.html,Wassily Kandinsky(16. Dezember 1866  - 13. Dezember 1944),Espressionismo,With a yellow horse.(1909),https://www.copia-di-arte.com/kunst/wassily_kandinsky/gelbem_pferd_hi.jpg,344,640
99,https://www.copia-di-arte.com/a/jean-babtiste-corot/camillecorotself-portrait.html,Jean-Babtiste-Camille Corot(1796  - 1875),Romanticismo,Camille Corot / Self-portrait / 1835,https://www.copia-di-arte.com/kunst/noartist/c/camille_corot__self_portrait.jpg,480,347
100,https://www.copia-di-arte.com/a/franz-xaver-winterhalter/empress-eugenie-of-france.html,Franz Xaver Winterhalter(1805  - 1873),Classicismo,Empress Eugenie of France (1826-1920) wife of Napoleon Bonaparte III (1808-73)(1855),https://www.copia-di-arte.com/kunst/franz_xaver_winterhalter/7753001_v1.jpg,480,301
101,https://www.copia-di-arte.com/a/albrecht-durer/zampognaro.html,Albrecht Duerer(1471  - 1528),Rinascimento,Lo zampognaro(1514),https://www.copia-di-arte.com/kunst/albrecht_duerer/dudelsackpfeifer.jpg,480,301
102,https://www.copia-di-arte.com/a/willis-2/bendingwoman2005oiloncanv.html,Tilly  Willis,Arte astratta figurativa,"Bending Woman, 2005 (oil on canvas) ",https://www.copia-di-arte.com/kunst/tilly_willis_1/bending_woman_2005_oil_on_canv.jpg,440,437
103,https://www.copia-di-arte.com/a/egon-schiele/deserted-city-of-iii-town.html,Egon Schiele(1890  - 1918),Espressionismo,Deserted city of III. (town at the blue river)(1911),https://www.copia-di-arte.com/kunst/egon_schiele/1015070.jpg,440,354
104,https://www.copia-di-arte.com/a/raffaello-sanzio-urbino/holy-michael.html,(Raffaello) Raffaello Sanzio(1483  - 1520),Rinascimento,Holy Michael(1518),https://www.copia-di-arte.com/kunst/raffael_eigntl_rafaello_santi/der-heilige-michael-toetet-den-daemon.jpg,480,286
105,https://www.copia-di-arte.com/a/paul-cezanne/selbstbildnis-99.html,Paul Cézanne(1839  - 1906),Impressionismo,Self-portrait,https://www.copia-di-arte.com/kunst/paul_cezanne/selbstbildnis.jpg,480,396
106,https://www.copia-di-arte.com/a/pierre-joseph-redoute/camelliaredout-2-2.html,Pierre Joseph Redouté(1759  - 1840),Classicismo,Camellia / Redouté,https://www.copia-di-arte.com/kunst/noartist/c/camellia__redout-3_1.jpg,480,364
