,image_link,artists,art_movement,title
84,https://www.copia-di-arte.com/a/camille-pissarro/view-of-pontoise-2.html,Camille Pissarro(1830  - 1903),Impressionismo,View of Pontoise(1873)
85,https://www.copia-di-arte.com/a/camille-pissarro/woman-in-front-of-a-mirro.html,Camille Pissarro(1830  - 1903),Impressionismo,Woman in front of a mirror(1887)
86,https://www.copia-di-arte.com/a/eugene-boudin/onthebeachattrouvillec186.html,Eugène Boudin(1824  - 1898),Impressionismo,"On the Beach at Trouville, c.1865"
87,https://www.copia-di-arte.com/a/david-teniers/the-consecration-of-a-vil.html,David Teniers(1610  - 1690),Barocco,The Consecration of a Village Church(c.1650)
88,https://www.copia-di-arte.com/a/joh-heinrich-tischbein/derlangeschatten.html,Joh. Heinrich Wilhelm Tischbein(1751  - 1829),Classicismo,Der lange Schatten(1805)
89,https://www.copia-di-arte.com/a/jan-vermeer-van-delft/woman-reading-a-letter.html,Johannes Vermeer (1632  - 1675),Barocco,Woman Reading a Letter(c.1662-63)
90,https://www.copia-di-arte.com/a/jean-babtiste-corot/louis-robert-1841-77.html,Jean-Babtiste-Camille Corot(1796  - 1875),Romanticismo,Louis Robert (1841-77)
91,https://www.copia-di-arte.com/a/camille-pissarro/landscape-with-a-white-ho.html,Camille Pissarro(1830  - 1903),Impressionismo,"Landscape with a white horse on a meadow, L, ' Hermitage(1872)"
92,https://www.copia-di-arte.com/a/ernst-ludwig-kirchner/badendeinmoritzburg.html,Ernst Ludwig Kirchner(1880  - 1938),Espressionismo,
93,https://www.copia-di-arte.com/a/pierre-auguste-renoir/derpulverturmvonlarochell.html,Pierre-Auguste Renoir(1841  - 1919),Post-impressionismo,Der Pulverturm von La Rochelle.
94,https://www.copia-di-arte.com/a/modersohn-becker-paula-1/hockendesmdchenmitstorch.html,Paula Modersohn-Becker(1876  - 1907),Espressionismo,Hockendes Mädchen mit Storch(1906/07)
95,https://www.copia-di-arte.com/a/tiziano-vercellio/pentecost-3.html, Tiziano (alias Tiziano Vercellio)(ca. 1488  - 1576),Rinascimento,Pentecost
96,https://www.copia-di-arte.com/a/travers/shootingredsky.html,Michael Travers,Arte Figurativa astratta,shooting red sky
97,https://www.copia-di-arte.com/a/paul-gauguin/ruejouvenetinrouen.html,Paul Gauguin(1848  - 1903),Post-impressionismo,Rue Jouvenet in Rouen(1884)
98,https://www.copia-di-arte.com/a/wassily-kandinsky/with-a-yellow-horse.html,Wassily Kandinsky(16. Dezember 1866  - 13. Dezember 1944),Espressionismo,With a yellow horse.(1909)
99,https://www.copia-di-arte.com/a/jean-babtiste-corot/camillecorotself-portrait.html,Jean-Babtiste-Camille Corot(1796  - 1875),Romanticismo,Camille Corot / Self-portrait / 1835
100,https://www.copia-di-arte.com/a/franz-xaver-winterhalter/empress-eugenie-of-france.html,Franz Xaver Winterhalter(1805  - 1873),Classicismo,Empress Eugenie of France (1826-1920) wife of Napoleon Bonaparte III (1808-73)(1855)
101,https://www.copia-di-arte.com/a/albrecht-durer/zampognaro.html,Albrecht Duerer(1471  - 1528),Rinascimento,Lo zampognaro(1514)
102,https://www.copia-di-arte.com/a/willis-2/bendingwoman2005oiloncanv.html,Tilly  Willis,Arte astratta figurativa,"Bending Woman, 2005 (oil on canvas) "
103,https://www.copia-di-arte.com/a/egon-schiele/deserted-city-of-iii-town.html,Egon Schiele(1890  - 1918),Espressionismo,Deserted city of III. (town at the blue river)(1911)
104,https://www.copia-di-arte.com/a/raffaello-sanzio-urbino/holy-michael.html,(Raffaello) Raffaello Sanzio(1483  - 1520),Rinascimento,Holy Michael(1518)
105,https://www.copia-di-arte.com/a/paul-cezanne/selbstbildnis-99.html,Paul Cézanne(1839  - 1906),Impressionismo,Self-portrait
106,https://www.copia-di-arte.com/a/pierre-joseph-redoute/camelliaredout-2-2.html,Pierre Joseph Redouté(1759  - 1840),Classicismo,Camellia / Redouté
107,https://www.copia-di-arte.com/a/peter-paul-rubens/the-victory-and-death-of.html,Peter Paul Rubens(1577  - 1640),Barocco,The Victory and Death of Decius Mus(um 1617)
108,https://www.copia-di-arte.com/a/pierre-auguste-renoir/portrait-of-mademoiselle-10.html,Pierre-Auguste Renoir(1841  - 1919),Post-impressionismo,Portrait of Mademoiselle Victorine de Bellio (1863-1957)
109,https://www.copia-di-arte.com/a/peter-severin-kroyer/age-shoemakers-in-arildsl.html,Peter Severin Kroyer(1851  - 1909),Post-impressionismo,Age shoemakers in Arildsleje(1872)
110,https://www.copia-di-arte.com/a/wassily-kandinsky/composition-47.html,Wassily Kandinsky(16. Dezember 1866  - 13. Dezember 1944),Espressionismo,Composition(1940)
111,https://www.copia-di-arte.com/a/peter-paul-rubens/apollo-and-daphne-4.html,Peter Paul Rubens(1577  - 1640),Barocco,Apollo and Daphne(c.1636)
112,https://www.copia-di-arte.com/a/thewsey/tulipsinajapanesevasewith.html,Joan  Thewsey,Arte concreta figurativa,Tulips in a Japanese Vase with Fruit (w/c) 
113,https://www.copia-di-arte.com/a/francisco-jose-de-goya-1/marialuisavonspanien.html,Francisco Jose de Goya(1746  - 1828),Classicismo,
114,https://www.copia-di-arte.com/a/hubert-robert/leisure-time-of-the-soldi.html,Hubert Robert(1733  - 1808),Classicismo,Leisure time of the soldiers in the midst of Roman ruins
115,https://www.copia-di-arte.com/a/alexej-von-jawlensky/helena-jawlensky.html,Alexej von Jawlensky(1864  - 1941),Espressionismo,Helena Jawlensky(c.1905)
116,https://www.copia-di-arte.com/a/cranach-il-vecchio/stbarbara.html,Lucas Cranach il Vecchio(1472  - 1553),Rinascimento,St. Barbara
117,https://www.copia-di-arte.com/a/claude-monet/la-cattedrale-di-rouen-in.html,Claude Monet(1840  - 1926),Impressionismo,La Cattedrale di Rouen insoleggiata(1894)
118,https://www.copia-di-arte.com/a/bonnard-pierre/interieur-15.html,Pierre Bonnard(1867  - 1947),Post-impressionismo,Intérieur(1915)
119,https://www.copia-di-arte.com/a/pierre-auguste-renoir/renoirnaturemorteavecpomm.html,Pierre-Auguste Renoir(1841  - 1919),Post-impressionismo,"Renoir, Nature morte avec pommes"
120,https://www.copia-di-arte.com/a/alexej-von-jawlensky/chrysanthemenimsturm.html,Alexej von Jawlensky(1864  - 1941),Espressionismo,Chrysanthemen im Sturm.
121,https://www.copia-di-arte.com/a/pierre-auguste-renoir/renoirsleepingwoman1897-2.html,Pierre-Auguste Renoir(1841  - 1919),Post-impressionismo,Renoir / Sleeping woman / 1897
122,https://www.copia-di-arte.com/a/david-teniers/deralchimist-1.html,David Teniers(1610  - 1690),Barocco,Der Alchimist.
123,https://www.copia-di-arte.com/a/raffaello-sanzio-urbino/double-portrait.html,(Raffaello) Raffaello Sanzio(1483  - 1520),Rinascimento,Double portrait(um 1517-15)
124,https://www.copia-di-arte.com/a/modersohn-becker-paula-1/mdchenkopf-1.html,Paula Modersohn-Becker(1876  - 1907),Espressionismo,
125,https://www.copia-di-arte.com/a/lovis-corinth/blumenvaseaufeinemtisch.html,Lovis Corinth(1858  - 1925),Espressionismo,Flower Vase on a Table(1922)
126,https://www.copia-di-arte.com/a/eugene-delacroix/medeabefore1838.html,Ferdinand Victor Eugène Delacroix(1798  - 1863),Romanticismo,"Medea, before 1838"
127,https://www.copia-di-arte.com/a/gruenewald-mathias/the-stuppacher-madonna.html,Mathias (Mathis Gothart) Grünewald(um 1475  - 1528),Rinascimento,The Stuppacher Madonna.
128,https://www.copia-di-arte.com/a/joel/coventgardenlondon-1.html,Judy  Joel,Arte concreta figurativa,"Covent Garden, London"
129,https://www.copia-di-arte.com/a/john-singer-sargent/the-brook.html,John Singer Sargent(1856  - 1925),Impressionismo,The Brook
130,https://www.copia-di-arte.com/a/pierre-auguste-renoir/renoirtorsedefemmeausolei.html,Pierre-Auguste Renoir(1841  - 1919),Post-impressionismo,Renoir/ Torse de femme au soleil /c.1876
131,https://www.copia-di-arte.com/a/camille-pissarro/farmer-at-the-wollezupfen.html,Camille Pissarro(1830  - 1903),Impressionismo,Farmer at the Wollezupfen(1875)
132,https://www.copia-di-arte.com/a/michelangelo-caravaggio/portrait-of-alof-de-wigna.html,Michelangelo Caravaggio(1573  - 1610),Barocco,Portrait of Alof de Wignacourts(1608)
133,https://www.copia-di-arte.com/a/franz-marc/destini-animali.html,Franz Marc(1880  - 1916),Espressionismo,Destini animali(1913)
134,https://www.copia-di-arte.com/a/august-macke/madre-bambino-parco.html,August Macke(1887  - 1914),Espressionismo,Madre e bambino nel parco
135,https://www.copia-di-arte.com/a/georg_ireland/wintermorgen-1.html,Georg Ireland(1953 ),Arte astratta figurativa,Wintermorgen(2018)
136,https://www.copia-di-arte.com/a/claude-lorrain/view-of-the-church-of-s-t.html,Claude Lorrain(1600  - 1682),Barocco,"View of the Church of S. Trinita dei Monti, Rome(1632)"
137,https://www.copia-di-arte.com/a/powis-paul/basketballplayers-1.html,Paul Powis,Arte astratta figurativa,Basketball players
138,https://www.copia-di-arte.com/a/lovis-corinth/selbstbildnis1920.html,Lovis Corinth(1858  - 1925),Espressionismo,
139,https://www.copia-di-arte.com/a/edvard-munch/abendstundelauradieschwes.html,Edvard Munch(1863  - 1944),Espressionismo,Evening. Laura(1888)
140,https://www.copia-di-arte.com/a/vincent-van-gogh/vvangoghcottageinnuenenpa.html,Vincent van Gogh(1853  - 1890),Impressionismo,"V.van Gogh, Cottage in Nuenen / Paint."
141,https://www.copia-di-arte.com/a/easton/easingdownhenley1993.html,Timothy  Easton,Arte concreta figurativa,"Easing Down, Henley, 1993 "
142,https://www.copia-di-arte.com/a/edgar-degas/ballet-scene.html,Edgar Degas(1834  - 1917),Impressionismo,Ballet scene(um 1907)
143,https://www.copia-di-arte.com/a/georges-de-la-tour/knabeblstineinelampe.html,Georges de La Tour(1593  - 1652),Barocco,Boy Blowing at Lamp
144,https://www.copia-di-arte.com/a/pierre-auguste-renoir/the-reader-4-1.html,Pierre-Auguste Renoir(1841  - 1919),Post-impressionismo,The Reader
145,https://www.copia-di-arte.com/a/camille-pissarro/the-market-at-gisons.html,Camille Pissarro(1830  - 1903),Impressionismo,The Market at Gisons(1889)
146,https://www.copia-di-arte.com/a/william-blake/the-first-book-of-urizen-1.html,William Blake(1757  - 1827),Arte Vittoriana,The First Book of Urizen; Man floating upside down(1794)
147,https://www.copia-di-arte.com/a/michelangelo-buonarroti/il-diluvio.html,Michelangelo Buonarroti(1475  - 1564),Rinascimento,Il diluvio (dettaglio della cappella Sistina)(1508/09)
148,https://www.copia-di-arte.com/a/gerard-francois-pascal/mademoiselle-duchesnoy-in.html,François Pascal Simon Gérard(1770  - 1837),Classicismo,Mademoiselle Duchesnoy in the Role of Dido
149,https://www.copia-di-arte.com/a/pierre-auguste-renoir/coco-and-the-two-servants.html,Pierre-Auguste Renoir(1841  - 1919),Post-impressionismo,Coco and the two servants(1910)
150,https://www.copia-di-arte.com/a/willis-3/forgottenpalaceudaipur199.html,Lucy Willis(-  - -),Arte astratta figurativa,"Forgotten Palace, Udaipur, 1999 (w/c on paper) "
151,https://www.copia-di-arte.com/a/edgar-degas/jockeys.html,Edgar Degas(1834  - 1917),Impressionismo,Jockeys(1886-90)
152,https://www.copia-di-arte.com/a/grimshaw-john-atkinson/moonlit-street-scene-1.html,John Atkinson Grimshaw(1836  - 1893),Arte Vittoriana,Moonlit Street Scene(1882)
153,https://www.copia-di-arte.com/a/querfurt-august/trkischerreiter.html,August Querfurt(1696  - 1762),Barocco,Turkish Horseman
154,https://www.copia-di-arte.com/a/william-turner/the-lake-petworth-sunset-1.html,William Turner(1775  - 1851),Romanticismo,"The Lake, Petworth: Sunset, Fighting Bucks(c.1829)"
155,https://www.copia-di-arte.com/a/easton/pathtothesecretgardenoilo.html,Timothy  Easton,Arte concreta figurativa,Path to the Secret Garden (oil on canvas) 
156,https://www.copia-di-arte.com/a/carus-carl-gustav/diemusik-1.html,Carl Gustav Carus(1789  - 1869),Romanticismo,The Music
157,https://www.copia-di-arte.com/a/ernst-ludwig-kirchner/wintermondnacht-2.html,Ernst Ludwig Kirchner(1880  - 1938),Espressionismo,Winter Moonlit Night(1919)
158,https://www.copia-di-arte.com/a/michelangelo-buonarroti/michelangelomoses.html,Michelangelo Buonarroti(1475  - 1564),Rinascimento,
159,https://www.copia-di-arte.com/a/nicolas-poussin/st-john-baptising-the-peo.html,Nicolas Poussin(1594  - 1665),Classicismo,St. John Baptising the People(c.1636-7)
160,https://www.copia-di-arte.com/a/travers/dna.html,Michael Travers,Arte Figurativa astratta,dna
161,https://www.copia-di-arte.com/a/michelangelo-caravaggio/caravaggiodavidstriumphov.html,Michelangelo Caravaggio(1573  - 1610),Barocco,"Caravaggio, David s triumph over Goliath"
162,https://www.copia-di-arte.com/a/jacques-louis-david/the-departure-of-hector.html,Jacques Louis David(1748  - 1825),Classicismo,The Departure of Hector(c.1812  &)
163,https://www.copia-di-arte.com/a/jean-babtiste-corot/portrait-of-a-young-woman-2.html,Jean-Babtiste-Camille Corot(1796  - 1875),Romanticismo,Portrait of a young woman.
164,https://www.copia-di-arte.com/a/zuloaga-ignazio/seoradeescardo.html,Ignazio Zuloaga(1870  - 1945),Impressionismo,SEÑORA DE ESCARDO(2015-05-27)
165,https://www.copia-di-arte.com/a/guido-reni/madonna-5.html,Guido Reni(1575  - 1642),Barocco,Madonna
166,https://www.copia-di-arte.com/a/paul-cezanne/sedentary-man-1.html,Paul Cézanne(1839  - 1906),Impressionismo,Sedentary man(1905/06)
167,https://www.copia-di-arte.com/a/joel/belvoircastle1992wc.html,Judy  Joel,Arte concreta figurativa,"Belvoir Castle, 1992 (w/c) "
168,https://www.copia-di-arte.com/a/ziegler-johann/wienschanzelanderdonau.html,Johann Ziegler(1750  - 1812),Classicismo,
169,https://www.copia-di-arte.com/a/michelangelo-buonarroti/inv1859-6-25-549recto-w20.html,Michelangelo Buonarroti(1475  - 1564),Rinascimento,Inv.1859-6-25-549.recto (w.20) Studies for a Capital (brown ink)
170,https://www.copia-di-arte.com/a/modersohn-becker-paula-1/selbstbildnis1906-1.html,Paula Modersohn-Becker(1876  - 1907),Espressionismo,Self-portrait
