,image_link,artists,art_movement,title
30,https://www.copia-di-arte.com/a/pierre-auguste-renoir/bouquetinatheatreboxc1878.html,Pierre-Auguste Renoir(1841  - 1919),Post-impressionismo,"Bouquet in a theatre box, c.1878-80"
31,https://www.copia-di-arte.com/a/jordaens-jacob/derheiligesimon.html,Jacob Jordaens(1593  - 1678),Barocco,Der heilige Simon.
32,https://www.copia-di-arte.com/a/michelangelo-buonarroti/w31-page-from-a-sketchboo.html,Michelangelo Buonarroti(1475  - 1564),Rinascimento,"W.31 Page from a sketchbook, with script"
33,https://www.copia-di-arte.com/a/henri-de-toulouse-lautrec-1/artilleryman-and-girl.html,Henri de Toulouse-Lautrec(1864  - 1901),Post-impressionismo,Artilleryman and girl(c.1896)
34,https://www.copia-di-arte.com/a/albrecht-durer/theclothofveronicadrer-2.html,Albrecht Duerer(1471  - 1528),Rinascimento,The Cloth of Veronica / Dürer
35,https://www.copia-di-arte.com/a/zupan-dagmar/sky-embers-i.html,Dagmar Zupan(1960 ),Arte astratta figurativa,Sky embers I(2000)
36,https://www.copia-di-arte.com/a/paul-cezanne/still-life-of-the-artists.html,Paul Cézanne(1839  - 1906),Impressionismo,Still Life of the Artist's Accessories(1872)
37,https://www.copia-di-arte.com/a/albrecht-durer/mariensverehrung.html,Albrecht Duerer(1471  - 1528),Rinascimento,Mariens Verehrung(Um 1502)
38,https://www.copia-di-arte.com/a/paul-gauguin/rupe-rupe.html,Paul Gauguin(1848  - 1903),Post-impressionismo,Rupe Rupe(1899)
39,https://www.copia-di-arte.com/a/modersohn-becker-paula-1/stillebenrhododendr.html,Paula Modersohn-Becker(1876  - 1907),Espressionismo,Rhododendron Still Life
40,https://www.copia-di-arte.com/a/wright-of-derby-joseph/landscape-21.html,Joseph Wright of Derby(1734  - 1797),Romanticismo,Landscape
41,https://www.copia-di-arte.com/a/claude-monet/caricature-of-jules-husso.html,Claude Monet(1840  - 1926),Impressionismo,Caricature of Jules Husson (1821-89) 'Champfleury'(1858 cil &)
42,https://www.copia-di-arte.com/a/feuerbach-anselm/portrait-of-a-roman-nanna.html,Anselm Feuerbach(1829  - 1880),Classicismo,Portrait of a roman (Nanna)(1862)
43,https://www.copia-di-arte.com/a/paul-gauguin/lospiritosirisveglia.html,Paul Gauguin(1848  - 1903),Post-impressionismo,Tahitian Woman with Evil Spirit (L'Esprit veille)(1900)
44,https://www.copia-di-arte.com/a/cranach-il-vecchio/liegende-quellnymphe.html,Lucas Cranach il Vecchio(1472  - 1553),Rinascimento,Liegende Quellnymphe(1518)
45,https://www.copia-di-arte.com/a/carl-blechen/tiberius-felsenaufcapri.html,Karl Eduard Ferdinand Blechen(1798  - 1840),Romanticismo,"Rock of Tiberius, Capri"
46,https://www.copia-di-arte.com/a/georges-de-la-tour/the-newborn-child-birth-c.html,Georges de La Tour(1593  - 1652),Barocco,The newborn child (birth Christi?)(1635/40)
47,https://www.copia-di-arte.com/a/paul-cezanne/landscapewithredrooforthe-1.html,Paul Cézanne(1839  - 1906),Impressionismo,"Landscape with red roof or The pine at the Estaque, 1875-76 (see also 287551)"
48,https://www.copia-di-arte.com/a/vincent-van-gogh/bosco-sottobosco.html,Vincent van Gogh(1853  - 1890),Impressionismo,Bosco e sottobosco(1887)
49,https://www.copia-di-arte.com/a/albrecht-durer/portrteinesarchitektenhieronymusvonaugsburg.html,Albrecht Duerer(1471  - 1528),Rinascimento,Portrait of an Architect (Hieronymus von Augsburg)(1506)
50,https://www.copia-di-arte.com/a/henri-de-toulouse-lautrec-1/imboisdeboulogne.html,Henri de Toulouse-Lautrec(1864  - 1901),Post-impressionismo,Bois de Boulogne
51,https://www.copia-di-arte.com/a/ireland-3/afternoontea-2.html,William  Ireland,Arte concreta figurativa,Afternoon Tea
52,https://www.copia-di-arte.com/a/fantin-latour-henri/victoria-dubourg-1840-192.html,Henri Fantin-Latour(1836  - 1904),Post-impressionismo,Victoria Dubourg (1840-1926)
53,https://www.copia-di-arte.com/a/louis-anquetin/firmingemier1869-1933inth.html,Louis Anquetin(1861  - 1932),Espressionismo,Firmin Gemier (1869-1933) in the role of Colonel Bridau in the play 'La Rabouilleuse' by Emile Fabre(1559)
54,https://www.copia-di-arte.com/a/travers/fathon.html,Michael Travers,Arte Figurativa astratta,fathon
55,https://www.copia-di-arte.com/a/rembrandt-van-rijn/christ-risen-from-the-dea.html,Rembrandt van Rijn(1606  - 1669),Barocco,Christ risen from the dead.(1661)
56,https://www.copia-di-arte.com/a/henri-de-toulouse-lautrec-1/napoleon-riding.html,Henri de Toulouse-Lautrec(1864  - 1901),Post-impressionismo,Napoleon Riding(1895)
57,https://www.copia-di-arte.com/a/wassily-kandinsky/fusingpinkverschmelzendes.html,Wassily Kandinsky(16. Dezember 1866  - 13. Dezember 1944),Espressionismo,Fusing Pink(1928)
58,https://www.copia-di-arte.com/a/cranach-il-vecchio/dasgoldenezeitalter.html,Lucas Cranach il Vecchio(1472  - 1553),Rinascimento,The Golden Age
59,https://www.copia-di-arte.com/a/jones-3/shalli.html,Hilary  Jones,Arte concreta figurativa,Shall I? 
60,https://www.copia-di-arte.com/a/william-turner/cockermouth-castle.html,William Turner(1775  - 1851),Romanticismo,Cockermouth Castle(c.1810)
61,https://www.copia-di-arte.com/a/eugene-boudin/on-the-beach-4.html,Eugène Boudin(1824  - 1898),Impressionismo,On the Beach(1866 cil a)
62,https://www.copia-di-arte.com/a/bonnard-pierre/prunes_et_raisins.html,Pierre Bonnard(1867  - 1947),Post-impressionismo,Prunes et raisins(1907)
63,https://www.copia-di-arte.com/a/wassily-kandinsky/study-for-a-holy-communio.html,Wassily Kandinsky(16. Dezember 1866  - 13. Dezember 1944),Espressionismo,Study for a Holy Communion.(1910)
64,https://www.copia-di-arte.com/a/michelangelo-buonarroti/preparatory-sketch-for-th.html,Michelangelo Buonarroti(1475  - 1564),Rinascimento,Preparatory sketch for the 'Battle of the Cascina' and two additional sketches
65,https://www.copia-di-arte.com/a/camille-pissarro/meadow-at-eragny.html,Camille Pissarro(1830  - 1903),Impressionismo,Meadow at Eragny(1885)
66,https://www.copia-di-arte.com/a/ruysch-rachel/still-life-of-roses-lilie.html,Rachel Ruysch(1664  - 1750),Barocco,"Still life of roses, lilies, tulips and other flowers in a glass vase with a Brindled Beauty on a st(1704)"
67,https://www.copia-di-arte.com/a/albrecht-durer/herculesamscheidewege.html,Albrecht Duerer(1471  - 1528),Rinascimento,Hercules am Scheidewege.
68,https://www.copia-di-arte.com/a/pierre-auguste-renoir/maternitfemmeallaitantsonenfant.html,Pierre-Auguste Renoir(1841  - 1919),Post-impressionismo,Maternite. Femme allaitant son enfant
69,https://www.copia-di-arte.com/a/guido-reni/renithemassacreotheinnoce.html,Guido Reni(1575  - 1642),Barocco,Reni/The Massacre o.the Innocents/c.1611
70,https://www.copia-di-arte.com/a/diego-rodriguez-velazquez/dvelzquezsibyl-2.html,Diego Rodriguez de Silva y Velázquez(1599  - 1660),Barocco,"D.Velázquez, Sibyl"
71,https://www.copia-di-arte.com/a/henri-de-toulouse-lautrec-1/yvetteguilbert1867-1944ta.html,Henri de Toulouse-Lautrec(1864  - 1901),Post-impressionismo,Yvette Guilbert (1867-1944) taking a Curtain Call
72,https://www.copia-di-arte.com/a/pierre-auguste-renoir/la-ragazza-porta-i-fiori.html,Pierre-Auguste Renoir(1841  - 1919),Post-impressionismo,La ragazza porta i fiori(1888)
73,https://www.copia-di-arte.com/a/scuola-inglese/thekaiserwilhelmfromleisu.html, Scuola Inglese(18th century ),Arte Vittoriana,"The Kaiser Wilhelm, from ''Leisure Hour''"
74,https://www.copia-di-arte.com/a/jean-auguste-ingres/pope-pius-vii-luigi-barna.html,Jean Auguste Dominique Ingres(1780  - 1867),Classicismo,Pope Pius VII (Luigi Barnaba Chiaramonti) (1742-1823) attending chapel(1820)
75,https://www.copia-di-arte.com/a/claude-monet/ninfee-monet-3.html,Claude Monet(1840  - 1926),Impressionismo,Ninfee(1903)
76,https://www.copia-di-arte.com/a/albrecht-durer/castleruinsbyariverdrer14.html,Albrecht Duerer(1471  - 1528),Rinascimento,Castle Ruins by a River / Dürer / 1494/5
77,https://www.copia-di-arte.com/a/burne-jones-sir-edward/the-doors-of-hell.html,Sir Edward Burne-Jones(1833  - 1898),Arte Vittoriana,The Doors of Hell
78,https://www.copia-di-arte.com/a/william-blake/the-marriage-of-heaven-an.html,William Blake(1757  - 1827),Arte Vittoriana,The Marriage of Heaven and Hell; title-page(1790-93)
79,https://www.copia-di-arte.com/a/raffaello-sanzio-urbino/the-mass-of-bolsena-from.html,(Raffaello) Raffaello Sanzio(1483  - 1520),Rinascimento,"The Mass of Bolsena, from the Stanza dell'Eliodor(1511-14)"
80,https://www.copia-di-arte.com/a/scuola-inglese/sultanabdulmedjid.html, Scuola Inglese(18th century ),Arte Vittoriana,Sultan Abdul Medjid
81,https://www.copia-di-arte.com/a/tiziano-vercellio/tarquiniusundlucrecia.html, Tiziano (alias Tiziano Vercellio)(ca. 1488  - 1576),Rinascimento,Tarquinius und Lucrecia(1568/1571)
82,https://www.copia-di-arte.com/a/roberts-david/edfuhorustempelinnenansic.html,David Roberts(1796  - 1864),Romanticismo,"Edfu , Horus Temple"
83,https://www.copia-di-arte.com/a/burne-jones-sir-edward/king-renes-wedding.html,Sir Edward Burne-Jones(1833  - 1898),Arte Vittoriana,King Rene's Wedding(1870)
84,https://www.copia-di-arte.com/a/jacob-philipp-hackert/shneferdinandsivbeiweinle.html,Jacob Philipp Hackert(1737  - 1807),Classicismo,
85,https://www.copia-di-arte.com/a/claude-monet/the-promenaders-or-bazill.html,Claude Monet(1840  - 1926),Impressionismo,"The Promenaders, or Bazille and Camille(1865)"
86,https://www.copia-di-arte.com/a/scuola-inglese/portraitofpellegrinomatte.html, Scuola Inglese(18th century ),Arte Vittoriana,"Portrait of Pellegrino Matteucci, from ''Leisure Hour''"
87,https://www.copia-di-arte.com/a/john-constable/east-bergholt-church-1.html,John Constable(1776  - 1837),Romanticismo,East Bergholt Church
88,https://www.copia-di-arte.com/a/nicolas-poussin/theapparitionofthevirgint-1.html,Nicolas Poussin(1594  - 1665),Classicismo,"The Apparition of the Virgin the St. James the Great, c.1629-30"
89,https://www.copia-di-arte.com/a/pierre-auguste-renoir/arenoir_moulin_de_la_gal-1.html,Pierre-Auguste Renoir(1841  - 1919),Post-impressionismo,"A.Renoir, Moulin de la Galette / Detail"
90,https://www.copia-di-arte.com/a/albrecht-durer/castello-courtyard.html,Albrecht Duerer(1471  - 1528),Rinascimento,"Castello Courtyard, Innsbruck"
91,https://www.copia-di-arte.com/a/gruenewald-mathias/means-isenheimer-altar-de.html,Mathias (Mathis Gothart) Grünewald(um 1475  - 1528),Rinascimento,Means Isenheimer altar detail feast of the the closed Retabel: Magdalena under the cross
92,https://www.copia-di-arte.com/a/ernst-ludwig-kirchner/zweiweiblicheakte.html,Ernst Ludwig Kirchner(1880  - 1938),Espressionismo,
93,https://www.copia-di-arte.com/a/bonnard-pierre/lhomme_et_la_femme.html,Pierre Bonnard(1867  - 1947),Post-impressionismo,L'Homme et la femme(1900)
94,https://www.copia-di-arte.com/a/edouard-manet/the-soap-bubbles.html,Edouard Manet(1832  - 1883),Impressionismo,The soap-bubbles(1867)
95,https://www.copia-di-arte.com/a/leistikow-walter/dergrunewaldsee.html,Walter Leistikow(1865  - 1908),Post-impressionismo,Lake Grunewald(1895)
96,https://www.copia-di-arte.com/a/peter-paul-rubens/rubenschristonthecross-2.html,Peter Paul Rubens(1577  - 1640),Barocco,"Rubens, Christ on the Cross"
97,https://www.copia-di-arte.com/a/michelangelo-buonarroti/david-5.html,Michelangelo Buonarroti(1475  - 1564),Rinascimento,David
98,https://www.copia-di-arte.com/a/fantin-latour-henri/still-life-of-grapes-2.html,Henri Fantin-Latour(1836  - 1904),Post-impressionismo,Still Life of Grapes(1890)
99,https://www.copia-di-arte.com/a/camille-pissarro/kew-green-london.html,Camille Pissarro(1830  - 1903),Impressionismo,"Kew Green, London(1892)"
100,https://www.copia-di-arte.com/a/bartolome-esteban-murillo/portrait-of-nicolas-omasu.html,Bartolomé Esteban Perez Murillo(1618  - 1682),Barocco,Portrait of Nicolas Omasur(1672)
101,https://www.copia-di-arte.com/a/john-constable/trees-and-stretch-of-wate.html,John Constable(1776  - 1837),Romanticismo,Trees and stretch of water on the Stour (brown wash)
102,https://www.copia-di-arte.com/a/bonnard-pierre/le_golfe_de_saint_tr.html,Pierre Bonnard(1867  - 1947),Post-impressionismo,Le Golfe de Saint-Tropez(1937)
103,https://www.copia-di-arte.com/a/taylor-2/waiting2001oiloncanvas.html,Stevie  Taylor,Arte astratta figurativa,"Waiting, 2001 (oil on canvas) "
104,https://www.copia-di-arte.com/a/paul-gauguin/dergrossebuddha.html,Paul Gauguin(1848  - 1903),Post-impressionismo,The great Buddha(1899)
105,https://www.copia-di-arte.com/a/hardy-heywood/couple-riding-with-their.html,Heywood Hardy(1861  - 1903),Romanticismo,Couple Riding with Their Dogs
106,https://www.copia-di-arte.com/a/scuola-inglese/thehauntofthegullsfromlei.html, Scuola Inglese(18th century ),Arte Vittoriana,"The Haunt of the Gulls, from ''Leisure Hour''"
107,https://www.copia-di-arte.com/a/fantin-latour-henri/blumenundfrchte-1.html,Henri Fantin-Latour(1836  - 1904),Post-impressionismo,Flowers and Fruit(1865)
108,https://www.copia-di-arte.com/a/pierre-auguste-renoir/kleinesalgerischesmdchen.html,Pierre-Auguste Renoir(1841  - 1919),Post-impressionismo,Kleines algerisches Mädchen(Um 1881)
109,https://www.copia-di-arte.com/a/ernst-ludwig-kirchner/straemitroterkokotte.html,Ernst Ludwig Kirchner(1880  - 1938),Espressionismo,Street With Red Streetwalker
110,https://www.copia-di-arte.com/a/tiziano-vercellio/pastoral-symphony-aka-con.html, Tiziano (alias Tiziano Vercellio)(ca. 1488  - 1576),Rinascimento,Pastoral Symphony (aka Concert)(1508/10)
111,https://www.copia-di-arte.com/a/edgar-degas/mademoisellelalaatthecircusfernando.html,Edgar Degas(1834  - 1917),Impressionismo,Mademoiselle La La at the Circus Fernando(1879)
112,https://www.copia-di-arte.com/a/edvard-munch/recliningfemalenude.html,Edvard Munch(1863  - 1944),Espressionismo,Reclining Female Nude
113,https://www.copia-di-arte.com/a/david-teniers/landscape-with-travellers-4.html,David Teniers(1610  - 1690),Barocco,Landscape with Travellers (one of a pair)
114,https://www.copia-di-arte.com/a/leonardo-da-vinci/selfportraitc1512.html,Leonardo da Vinci(1452  - 1519),Rinascimento,"Self portrait, c.1512"
115,https://www.copia-di-arte.com/a/lawrence-sir-thomas/portrait-of-lady-caroline.html,Sir Thomas Lawrence(1769  - 1830),Classicismo,Portrait of Lady Caroline Lamb (1785-1828)
116,https://www.copia-di-arte.com/a/grimshaw-john-atkinson/golden-autumn.html,John Atkinson Grimshaw(1836  - 1893),Arte Vittoriana,Golden autumn.
117,https://www.copia-di-arte.com/a/pierre-auguste-renoir/portraitvonclaudeterrasse.html,Pierre-Auguste Renoir(1841  - 1919),Post-impressionismo,Portrait von Claude Terrasse.
118,https://www.copia-di-arte.com/a/wassily-kandinsky/sign-rows.html,Wassily Kandinsky(16. Dezember 1866  - 13. Dezember 1944),Espressionismo,Sign rows(1931)
119,https://www.copia-di-arte.com/a/caspar-david-friedrich/east-sea-beach-with-fishi.html,Caspar David Friedrich(1774  - 1840),Romanticismo,East sea beach with fishing boats at moonrise(um 1830)
120,https://www.copia-di-arte.com/a/paul-gauguin/the-meal-the-bananas.html,Paul Gauguin(1848  - 1903),Post-impressionismo,The Meal (The Bananas)(1891)
121,https://www.copia-di-arte.com/a/paul-gauguin/bonjourmonsieurgauguin188.html,Paul Gauguin(1848  - 1903),Post-impressionismo,"Bonjour, Monsieur Gauguin, 1889 (oil on canvas)(1889)"
122,https://www.copia-di-arte.com/a/caspar-david-friedrich/il-tempio-di-giunone.html,Caspar David Friedrich(1774  - 1840),Romanticismo,Il tempio di giunone ad Agrigento(um 1830)
123,https://www.copia-di-arte.com/a/lovis-corinth/wilhelmine-with-plaits.html,Lovis Corinth(1858  - 1925),Espressionismo,Wilhelmine with plaits(1922)
124,https://www.copia-di-arte.com/a/ernst-ludwig-kirchner/diereiterin.html,Ernst Ludwig Kirchner(1880  - 1938),Espressionismo,
125,https://www.copia-di-arte.com/a/modersohn-becker-paula-1/stilllebenmitblattpflanzeundeierbecher.html,Paula Modersohn-Becker(1876  - 1907),Espressionismo,Stillleben mit Blattpflanze und Eierbecher(um 1905)
126,https://www.copia-di-arte.com/a/wassily-kandinsky/dark-coolness.html,Wassily Kandinsky(16. Dezember 1866  - 13. Dezember 1944),Espressionismo,Dark coolness(1927)
127,https://www.copia-di-arte.com/a/berthe-morisot/haystacks-at-bougival.html,Berthe Morisot(1841  - 1895),Impressionismo,Haystacks at Bougival(1883)
128,https://www.copia-di-arte.com/a/rembrandt-van-rijn/judenindersynagoge.html,Rembrandt van Rijn(1606  - 1669),Barocco,Jews in the Synagogue(1648)
129,https://www.copia-di-arte.com/a/alexander-roslin/portrait-of-the-artists-w-6.html,Alexander Roslin(1718  - 1798),Classicismo,"Portrait of the Artist's Wife, Marie Suzanne(1763)"
130,https://www.copia-di-arte.com/a/claude-monet/cliffs-and-the-porte-damo.html,Claude Monet(1840  - 1926),Impressionismo,"Cliffs and the Porte d'Amont, Morning Effect(1885)"
131,https://www.copia-di-arte.com/a/ruysch-rachel/still-life-of-summer-flow.html,Rachel Ruysch(1664  - 1750),Barocco,Still Life of Summer Flowers(18. Jh)
132,https://www.copia-di-arte.com/a/peter-paul-rubens/the-martyrdom-of-st-steph-2.html,Peter Paul Rubens(1577  - 1640),Barocco,The Martyrdom of St. Stephen(c.1617)
133,https://www.copia-di-arte.com/a/henri-de-toulouse-lautrec-1/frauihrkorsettanprobierend.html,Henri de Toulouse-Lautrec(1864  - 1901),Post-impressionismo,Woman Adjusting Her Corset(1896)
134,https://www.copia-di-arte.com/a/gustave-caillebotte/portrait-of-a-man-64.html,Gustave Caillebotte(1848  - 1894),Impressionismo,Portrait of a Man(1880)
135,https://www.copia-di-arte.com/a/michelangelo-caravaggio/davide-con-la-testa-di-golia.html,Michelangelo Caravaggio(1573  - 1610),Barocco,Davide con la testa di Golia(1595)
136,https://www.copia-di-arte.com/a/claude-lorrain/landscape-with-the-magdal.html,Claude Lorrain(1600  - 1682),Barocco,Landscape with the Magdalene(1675)
137,https://www.copia-di-arte.com/a/rembrandt-van-rijn/three-crucifixes.html,Rembrandt van Rijn(1606  - 1669),Barocco,Three Crucifixes(1653)
138,https://www.copia-di-arte.com/a/zuloaga-ignazio/puebloespaolpaisajedecast.html,Ignazio Zuloaga(1870  - 1945),Impressionismo,PUEBLO ESPAÑOL PAISAJE DE CASTILLA(2010-01-30)
139,https://www.copia-di-arte.com/a/tiziano-vercellio/portrait-of-francis-i-149.html, Tiziano (alias Tiziano Vercellio)(ca. 1488  - 1576),Rinascimento,Portrait of Francis I (1494-1547)
140,https://www.copia-di-arte.com/a/joh-heinrich-tischbein/ascending-fog-nymph.html,Joh. Heinrich Wilhelm Tischbein(1751  - 1829),Classicismo,Ascending fog nymph
141,https://www.copia-di-arte.com/a/flohic-philippe/pointrine-bras-leves-phil.html,Philippe Flohic(1966 ),Arte concreta figurativa,"Pointrine, bras levés"
142,https://www.copia-di-arte.com/a/georges-de-la-tour/magdalena-with-the-night.html,Georges de La Tour(1593  - 1652),Barocco,Magdalena with the night light(1630/35)
143,https://www.copia-di-arte.com/a/claude-monet/recedingwaves.html,Claude Monet(1840  - 1926),Impressionismo,Receding Waves
144,https://www.copia-di-arte.com/a/vincent-van-gogh/cartolina-notte-stellata.html,Vincent van Gogh(1853  - 1890),Impressionismo,Notte stellata sul Reno Vincent van Gogh(1888)
145,https://www.copia-di-arte.com/a/francisco-jose-de-goya-1/huntingwithadecoy.html,Francisco Jose de Goya(1746  - 1828),Classicismo,Hunting with a Decoy
146,https://www.copia-di-arte.com/a/paul-cezanne/derofenimatelier-1.html,Paul Cézanne(1839  - 1906),Impressionismo,The Stove in the Studio
147,https://www.copia-di-arte.com/a/jacques-louis-david/antoine-laurent-de-lavois.html,Jacques Louis David(1748  - 1825),Classicismo,Antoine Laurent de Lavoisier and his wive(1788)
148,https://www.copia-di-arte.com/a/taylor-2/playingthegame1999pastelo.html,Stevie  Taylor,Arte astratta figurativa,"Playing the Game, 1999 (pastel on paper) "
149,https://www.copia-di-arte.com/a/peter-paul-rubens/bildnisisabellabrant.html,Peter Paul Rubens(1577  - 1640),Barocco,Portrait of Isabella Brant
150,https://www.copia-di-arte.com/a/leighton-frederic/giovannicosta1826-1903187.html,Frederic Leighton(1830  - 1896),Arte Vittoriana,Giovanni Costa (1826-1903) 1878 (oil on canvas) (see also 165202)(18th)
151,https://www.copia-di-arte.com/a/edvard-munch/aktfigurdiesnde.html,Edvard Munch(1863  - 1944),Espressionismo,"Munch, Nude (Sin)(1901)"
152,https://www.copia-di-arte.com/a/peter-paul-rubens/pprubenshlfranziskusempfj.html,Peter Paul Rubens(1577  - 1640),Barocco,"P.P.Rubens, Hl.Franziskus empf.Jesuskind"
153,https://www.copia-di-arte.com/a/peter-paul-rubens/jbruegheltethegoldenage-2.html,Peter Paul Rubens(1577  - 1640),Barocco,"J.Brueghel t.E., The Golden Age"
154,https://www.copia-di-arte.com/a/seligman/youngbuddhistmonkandgongb-1.html,Lincoln  Seligman,Arte concreta figurativa,"Young Buddhist Monk and Gong, Bhutan"
155,https://www.copia-di-arte.com/a/ury-lesser/damemitkindimtiergarten.html,Lesser Ury(1861  - 1931),Espressionismo,Dame mit Kind im Tiergarten(1920)
156,https://www.copia-di-arte.com/a/barrow/pontneuf.html,Julian  Barrow,Arte concreta figurativa,Pont Neuf
157,https://www.copia-di-arte.com/a/pierre-auguste-renoir/arenoirdietrnke-2.html,Pierre-Auguste Renoir(1841  - 1919),Post-impressionismo,"A.Renoir, Die Tränke"
158,https://www.copia-di-arte.com/a/edgar-degas/dancer-in-front-of-a-wind.html,Edgar Degas(1834  - 1917),Impressionismo,Dancer in Front of a Window (Dancer at the Photographer's Studio)
159,https://www.copia-di-arte.com/a/bonnard-pierre/trouville_der_ausgan.html,Pierre Bonnard(1867  - 1947),Post-impressionismo,"Trouville, the Exit to the Port"
160,https://www.copia-di-arte.com/a/pierre-auguste-renoir/arenoirmaisonsdevillage-2.html,Pierre-Auguste Renoir(1841  - 1919),Post-impressionismo,"A.Renoir, Maisons de village"
161,https://www.copia-di-arte.com/a/otto-mueller/tanzende-maschka.html,Otto Mueller(1874  - 1930),Espressionismo,Tanzende (Maschka)(1903)
162,https://www.copia-di-arte.com/a/gerard-francois-pascal/portrait-of-jerome-bonapa.html,François Pascal Simon Gérard(1770  - 1837),Classicismo,Portrait of Jerome Bonaparte (1784-1860) King of Westphalia(1811)
163,https://www.copia-di-arte.com/a/wassily-kandinsky/railroad-at-murnau.html,Wassily Kandinsky(16. Dezember 1866  - 13. Dezember 1944),Espressionismo,Railroad at Murnau.(1909)
