,image_link,artists,art_movement,title
21,https://www.copia-di-arte.com/a/joh-heinrich-tischbein/bildnisdesklnerkurfrstenm.html,Joh. Heinrich Wilhelm Tischbein(1751  - 1829),Classicismo,Bildnis des Kölner Kurfürsten Maximilian Friedrich von Königseck-Rothenfels als Bauherr des Schlosse(1778)
22,https://www.copia-di-arte.com/a/thiele-johann-alexander/view-from-the-loessnitzho.html,Johann Alexander Thiele(1685  - 1752),Barocco,View from the Lössnitzhöhen at Dresden(1751)
23,https://www.copia-di-arte.com/a/ernst-ludwig-kirchner/selbstportrtmitkatze.html,Ernst Ludwig Kirchner(1880  - 1938),Espressionismo,
24,https://www.copia-di-arte.com/a/caspar-david-friedrich/abend-5.html,Caspar David Friedrich(1774  - 1840),Romanticismo,
25,https://www.copia-di-arte.com/a/michelangelo-buonarroti/studyoftheassistingfigure.html,Michelangelo Buonarroti(1475  - 1564),Rinascimento,"Study of the Assisting Figure of the Libyan Sibyl, c.1512 (red chalk & pen on paper)(1598)"
26,https://www.copia-di-arte.com/a/travers/splatheart.html,Michael Travers,Arte Figurativa astratta,splat heart
27,https://www.copia-di-arte.com/a/pierre-auguste-renoir/renoirlandschaftbeicros-d.html,Pierre-Auguste Renoir(1841  - 1919),Post-impressionismo,"Renoir, Landschaft bei Cros-de-Cagnes"
28,https://www.copia-di-arte.com/a/claude-monet/rouen.html,Claude Monet(1840  - 1926),Impressionismo,Rouen
29,https://www.copia-di-arte.com/a/claude-monet/studiesofboats.html,Claude Monet(1840  - 1926),Impressionismo,Studies of boats
30,https://www.copia-di-arte.com/a/chardin-jean-baptiste/a-chemist-in-his-laborato.html,Jean-Baptiste Siméon Chardin(1699  - 1779),Romanticismo,"A Chemist in his Laboratory, or The Prompter, or A Philosopher giving a Lecture (Portrait of the pai(1734)"
31,https://www.copia-di-arte.com/a/albrecht-durer/carryingthecrossdrer1509-.html,Albrecht Duerer(1471  - 1528),Rinascimento,Carrying the Cross / Dürer / 1509
32,https://www.copia-di-arte.com/a/vincent-van-gogh/vangoghsowerpaint1888-2-1.html,Vincent van Gogh(1853  - 1890),Impressionismo,"van Gogh, Sower / Paint./ 1888"
33,https://www.copia-di-arte.com/a/jean-babtiste-corot/teichvonvilledavray.html,Jean-Babtiste-Camille Corot(1796  - 1875),Romanticismo,
34,https://www.copia-di-arte.com/a/ernst-ludwig-kirchner/diedreiahnfrauen.html,Ernst Ludwig Kirchner(1880  - 1938),Espressionismo,
35,https://www.copia-di-arte.com/a/jan-vermeer-van-delft/the-allegory-of-painting.html,Johannes Vermeer (1632  - 1675),Barocco,The Allegory of Painting(um 1666)
36,https://www.copia-di-arte.com/a/albrecht-durer/derheiligeeustachius.html,Albrecht Duerer(1471  - 1528),Rinascimento,Der heilige Eustachius(Um 1501)
37,https://www.copia-di-arte.com/a/pierre-joseph-redoute/rosa-rapa-1.html,Pierre Joseph Redouté(1759  - 1840),Classicismo,Rosa Rapa
38,https://www.copia-di-arte.com/a/travers/intergalacticgold.html,Michael Travers,Arte Figurativa astratta,intergalactic gold
39,https://www.copia-di-arte.com/a/bonnard-pierre/lepetitdjeuner.html,Pierre Bonnard(1867  - 1947),Post-impressionismo,Le petit déjeuner(1936)
40,https://www.copia-di-arte.com/a/fuessli-johann-heinrich/damevorlaokoon.html,Johann Heinrich Füssli(1741  - 1825),Classicismo,
41,https://www.copia-di-arte.com/a/vincent-van-gogh/rosen-14.html,Vincent van Gogh(1853  - 1890),Impressionismo,Roses(1890)
42,https://www.copia-di-arte.com/a/jean-babtiste-corot/self-portrait-361.html,Jean-Babtiste-Camille Corot(1796  - 1875),Romanticismo,Self Portrait(c.1840)
43,https://www.copia-di-arte.com/a/claude-monet/the-banks-of-the-seine-or.html,Claude Monet(1840  - 1926),Impressionismo,"The Banks of the Seine or, Spring through the Trees(1878)"
44,https://www.copia-di-arte.com/a/camille-pissarro/scene-in-the-port-of-le-h.html,Camille Pissarro(1830  - 1903),Impressionismo,Scene in the port of Le Havre
45,https://www.copia-di-arte.com/a/jean-antoine-gros/general-voucher-distincti.html,Jean-Antoine Gros(1771  - 1835),Classicismo,General voucher distinctive on the bridge of Arcola(1796-97)
46,https://www.copia-di-arte.com/a/scuola-inglese/warwickracesfromtheillust.html, Scuola Inglese(18th century ),Arte Vittoriana,"Warwick Races, from ''The Illustrated London News'', 12th April 1845"
47,https://www.copia-di-arte.com/a/lovis-corinth/altermanninritterrstung.html,Lovis Corinth(1858  - 1925),Espressionismo,Old man in knights armour
48,https://www.copia-di-arte.com/a/bartolome-esteban-murillo/murillomariamitdemkind-2.html,Bartolomé Esteban Perez Murillo(1618  - 1682),Barocco,"Murillo, Maria mit dem Kind"
49,https://www.copia-di-arte.com/a/sir-lawrence-alma-tadema/plauderei.html,Sir Lawrence Alma-Tadema(1836  - 1912),Arte Vittoriana,A Chat or The Disclosure
50,https://www.copia-di-arte.com/a/scuola-inglese/night-view-of-vesuvius-er.html, Scuola Inglese(18th century ),Arte Vittoriana,"Night view of Vesuvius erupting, plate II from Sir William Hamilton's 'Campi Phlegraeiae' (supplemen(1779)"
51,https://www.copia-di-arte.com/a/egon-schiele/selbstakt1910.html,Egon Schiele(1890  - 1918),Espressionismo,Self-Portrait Nude 1910
52,https://www.copia-di-arte.com/a/guido-reni/aurora-2.html,Guido Reni(1575  - 1642),Barocco,Aurora(1613-14)
53,https://www.copia-di-arte.com/a/edvard-munch/nachtinsaint-cloud-1.html,Edvard Munch(1863  - 1944),Espressionismo,Night in Saint-Cloud(1892)
54,https://www.copia-di-arte.com/a/bonnard-pierre/torse_de_femme_de_pr.html,Pierre Bonnard(1867  - 1947),Post-impressionismo,Torse de femme de profil(1918)
55,https://www.copia-di-arte.com/a/henri-de-toulouse-lautrec-1/larousseinweierbluse.html,Henri de Toulouse-Lautrec(1864  - 1901),Post-impressionismo,La Rousse in a White Blouse(1889)
56,https://www.copia-di-arte.com/a/franz-marc/the-sacred-kaelbchen-on-p.html,Franz Marc(1880  - 1916),Espressionismo,The sacred Kälbchen (on postcard to Else Lasker pupils)(1913)
57,https://www.copia-di-arte.com/a/gerard-francois-pascal/charles-francois-lebrun-1.html,François Pascal Simon Gérard(1770  - 1837),Classicismo,Charles-Francois Lebrun (1739-1824) Duke of Plaisance in the Costume of the Archtreasurer of the Emp
58,https://www.copia-di-arte.com/a/pierre-joseph-redoute/rosestippleengravingafter.html,Pierre Joseph Redouté(1759  - 1840),Classicismo,Rose / Stipple Engraving after Redoute
59,https://www.copia-di-arte.com/a/ernst-ludwig-kirchner/frauenbildnisinweiemkleid.html,Ernst Ludwig Kirchner(1880  - 1938),Espressionismo,Frauenbildnis in weißem Kleid
60,https://www.copia-di-arte.com/a/caspar-david-friedrich/einklosterbeielden.html,Caspar David Friedrich(1774  - 1840),Romanticismo,A Monastery at Elden
61,https://www.copia-di-arte.com/a/armitage-1/riverspeyatdelfurscotland.html,Karen  Armitage,Arte concreta figurativa,"River Spey at Delfur, Scotland "
62,https://www.copia-di-arte.com/a/merlin-flu/reclining-figure-1.html, Merlin Flu(1948 ),Arte astratta figurativa,Reclining figure(1983)
63,https://www.copia-di-arte.com/a/fantin-latour-henri/roses-in-a-basket-on-a-ta.html,Henri Fantin-Latour(1836  - 1904),Post-impressionismo,Roses in a Basket on a Table(1876)
64,https://www.copia-di-arte.com/a/william-blake/nebukadnezar.html,William Blake(1757  - 1827),Arte Vittoriana,Nebukadnezar
65,https://www.copia-di-arte.com/a/eugene-delacroix/christ-in-the-storm-on-th-1.html,Ferdinand Victor Eugène Delacroix(1798  - 1863),Romanticismo,Christ in the storm on the sea
66,https://www.copia-di-arte.com/a/bonnard-pierre/plakat_fuer_la_revue.html,Pierre Bonnard(1867  - 1947),Post-impressionismo,Poster for La Revue Blanche(1894)
67,https://www.copia-di-arte.com/a/rembrandt-van-rijn/ephraimbuenojdischerarztundschriftsteller.html,Rembrandt van Rijn(1606  - 1669),Barocco,"Ephraim Bueno, Jewish Physician(1647)"
68,https://www.copia-di-arte.com/a/pierre-joseph-redoute/echium-grandiflorum-from.html,Pierre Joseph Redouté(1759  - 1840),Classicismo,"Echium Grandiflorum, from `Le Jardin de Malmaison'"
69,https://www.copia-di-arte.com/a/chardin-jean-baptiste/the-young-draughtsman.html,Jean-Baptiste Siméon Chardin(1699  - 1779),Romanticismo,The Young Draughtsman(1737)
70,https://www.copia-di-arte.com/a/potthast-edward-henry/mondlicht.html,Edward Henry Potthast(1857  - 1927),Impressionismo,Mondlicht.
71,https://www.copia-di-arte.com/a/david-teniers/saint-sebastian-2.html,David Teniers(1610  - 1690),Barocco,Saint Sebastian(1651-56)
72,https://www.copia-di-arte.com/a/jean-babtiste-corot/the-belfry-of-douai.html,Jean-Babtiste-Camille Corot(1796  - 1875),Romanticismo,The Belfry of Douai(1871)
73,https://www.copia-di-arte.com/a/alexej-von-jawlensky/the-white-one.html,Alexej von Jawlensky(1864  - 1941),Espressionismo,The white one
74,https://www.copia-di-arte.com/a/giovanni-paolo-pannini/gppanninithearchaeologist.html,Giovanni Paolo Pannini(1691/92  - 1765),Barocco,G.P.Pannini / The Archaeologist / 1750
75,https://www.copia-di-arte.com/a/vittore-carpaccio/thebirthofthevirgin1504-0.html,Vittore Carpaccio(um 1450  - 1525),Rinascimento,"The Birth of the Virgin, 1504-08 (see also 204962)"
76,https://www.copia-di-arte.com/a/francisco-jose-de-goya-1/il-gigante.html,Francisco Jose de Goya(1746  - 1828),Classicismo,Il gigante(1808)
77,https://www.copia-di-arte.com/a/herbert-james-draper/the-lament-for-icarus.html,Herbert James Draper(1863  - 1920),Classicismo,Il lamento di Icaro(1898)
78,https://www.copia-di-arte.com/a/gerard-francois-pascal/marie-amelie-de-bourbon-1.html,François Pascal Simon Gérard(1770  - 1837),Classicismo,Marie Amelie de Bourbon (1782-1866) Duchess of Orleans and her Son Duke of Chartres
79,https://www.copia-di-arte.com/a/pierre-auguste-renoir/renoiriledefrancelandscap.html,Pierre-Auguste Renoir(1841  - 1919),Post-impressionismo,Renoir / Ile de France landscape /c.1885
80,https://www.copia-di-arte.com/a/francesco-hayez/portrait-of-alessandro-ma-1.html,Francesco Hayez(1791  - 1882),Romanticismo,Portrait of Alessandro Manzoni (1785-1873)
81,https://www.copia-di-arte.com/a/georg_ireland/stalltuere.html,Georg Ireland(1953 ),Arte astratta figurativa,Stalltüre(2019)
82,https://www.copia-di-arte.com/a/albrecht-durer/duerer_albrecht_engelkamp.html,Albrecht Duerer(1471  - 1528),Rinascimento,Engelkampf(1496/97)
83,https://www.copia-di-arte.com/a/thewsey/asterspastel.html,Joan  Thewsey,Arte concreta figurativa,Asters (pastel) 
84,https://www.copia-di-arte.com/a/easton/lavenderseenthroughquince.html,Timothy  Easton,Arte concreta figurativa,"Lavender Seen Through Quince Trees, Monclus (oil on canvas) "
85,https://www.copia-di-arte.com/a/dean-1/rise2.html,Graham  Dean,Arte astratta figurativa,Rise 2
86,https://www.copia-di-arte.com/a/karoly-lotz/ochsengespann.html,Karoly Lotz(1833  - 1904),Romanticismo,Ochsengespann(1873)
87,https://www.copia-di-arte.com/a/zuloaga-ignazio/perezdeayala.html,Ignazio Zuloaga(1870  - 1945),Impressionismo,PEREZ DE AYALA(2010-12-10)
88,https://www.copia-di-arte.com/a/bonnard-pierre/nu_dans_le_bain.html,Pierre Bonnard(1867  - 1947),Post-impressionismo,Nu dans le bain(1937)
89,https://www.copia-di-arte.com/a/michelangelo-buonarroti/piet-3.html,Michelangelo Buonarroti(1475  - 1564),Rinascimento,Pietà(1499)
90,https://www.copia-di-arte.com/a/michelangelo-caravaggio/die-befreiung-des-hl-petr.html,Michelangelo Caravaggio(1573  - 1610),Barocco,Die Befreiung des Hl. Petrus.
91,https://www.copia-di-arte.com/a/travers/nightexplode.html,Michael Travers,Arte Figurativa astratta,night explode
92,https://www.copia-di-arte.com/a/albrecht-durer/dieheiligedreifaltigkeit.html,Albrecht Duerer(1471  - 1528),Rinascimento,Die Heilige Dreifaltigkeit(1511)
93,https://www.copia-di-arte.com/a/camille-pissarro/pissarro__les_toits_rouge.html,Camille Pissarro(1830  - 1903),Impressionismo,Pissarro/ Les toits rouges../ 1877 /Det.
94,https://www.copia-di-arte.com/a/guido-reni/renistjohntheevangelistc1.html,Guido Reni(1575  - 1642),Barocco,Reni / St.John the Evangelist / c.1595
95,https://www.copia-di-arte.com/a/giovanni-domenico-tiepolo/gdtiepolo___head_of_old_m.html,Giovanni Domenico Tiepolo(1727  - 1804),Classicismo,G.D.Tiepolo / Head of Old Man / Paint.
96,https://www.copia-di-arte.com/a/gerrit-van-honthorst/a-musician-1.html,Gerrit van Honthorst(1590  - 1656),Barocco,A Musician(1624)
97,https://www.copia-di-arte.com/a/albrecht-durer/hlhieronymusimgehus.html,Albrecht Duerer(1471  - 1528),Rinascimento,St Hieronymus at Home
98,https://www.copia-di-arte.com/a/sir-lawrence-alma-tadema/preparations-in-the-colos.html,Sir Lawrence Alma-Tadema(1836  - 1912),Arte Vittoriana,Preparations in the Colosseum(1912)
99,https://www.copia-di-arte.com/a/gerard-francois-pascal/hortense-de-beauharnais-1-2.html,François Pascal Simon Gérard(1770  - 1837),Classicismo,Hortense de Beauharnais (1783-1837) Queen of Holland and her Son(1806)
100,https://www.copia-di-arte.com/a/egon-schiele/knienderselbstakt1910.html,Egon Schiele(1890  - 1918),Espressionismo,Self-portrait
101,https://www.copia-di-arte.com/a/chardin-jean-baptiste/copper-cauldron-with-a-pi.html,Jean-Baptiste Siméon Chardin(1699  - 1779),Romanticismo,Copper Cauldron with a Pitcher and a Slice of Salmon
102,https://www.copia-di-arte.com/a/bonnard-pierre/fischer_in_der_breta.html,Pierre Bonnard(1867  - 1947),Post-impressionismo,Fishermen in Brittany(1907)
103,https://www.copia-di-arte.com/a/chardin-jean-baptiste/the-sideboard-1.html,Jean-Baptiste Siméon Chardin(1699  - 1779),Romanticismo,The sideboard(1728)
104,https://www.copia-di-arte.com/a/henri-de-toulouse-lautrec-1/femmeroussejustine.html,Henri de Toulouse-Lautrec(1864  - 1901),Post-impressionismo,Red-haired woman
105,https://www.copia-di-arte.com/a/pierre-joseph-redoute/rosacarolinacorymbosaafte.html,Pierre Joseph Redouté(1759  - 1840),Classicismo,Rosa carolina corymbosa / after Redoute
106,https://www.copia-di-arte.com/a/wassily-kandinsky/themaspitz.html,Wassily Kandinsky(16. Dezember 1866  - 13. Dezember 1944),Espressionismo,Thema: Spitz(1927)
107,https://www.copia-di-arte.com/a/peter-paul-rubens/the-medici-cycle-educatio.html,Peter Paul Rubens(1577  - 1640),Barocco,The Medici Cycle: Education of Marie de Medici (1573-1642)
108,https://www.copia-di-arte.com/a/max-liebermann/view-out-of-the-birchaven.html,Max Liebermann(1847  - 1935),Impressionismo,view out of the birchavenue(1929)
109,https://www.copia-di-arte.com/a/joseph-karl-stieler/auguste-hilber-gebstrobl.html,Joseph Karl Stieler(1781  - 1858),Romanticismo,"Auguste Hilber, geb.Strobl end of the Schönheitengalerie king Ludwigs I. of Bavaria(1827)"
110,https://www.copia-di-arte.com/a/paul-gauguin/teatua-lesdieuxteatua-die.html,Paul Gauguin(1848  - 1903),Post-impressionismo,Te Atua - Les Dieux (Te Atua - Die Götter)(1899)
111,https://www.copia-di-arte.com/a/travers/jadeswish.html,Michael Travers,Arte Figurativa astratta,jade swish
112,https://www.copia-di-arte.com/a/rembrandt-van-rijn/dermannmitderrotenmtze.html,Rembrandt van Rijn(1606  - 1669),Barocco,The Man with the Red Cap
113,https://www.copia-di-arte.com/a/wassily-kandinsky/fuga.html,Wassily Kandinsky(16. Dezember 1866  - 13. Dezember 1944),Espressionismo,Fuga(1907)
114,https://www.copia-di-arte.com/a/travers/splatsplat.html,Michael Travers,Arte Figurativa astratta,splat splat
115,https://www.copia-di-arte.com/a/peter-paul-rubens/king-david-the-harp-playi.html,Peter Paul Rubens(1577  - 1640),Barocco,"King David, the harp playing."
116,https://www.copia-di-arte.com/a/armitage-1/countrydoorwayoiloncanvas.html,Karen  Armitage,Arte concreta figurativa,Country Doorway (oil on canvas) 
117,https://www.copia-di-arte.com/a/jacques-louis-david/madam-pecoul-the-mother-i.html,Jacques Louis David(1748  - 1825),Classicismo,"Madam Pécoul, the mother-in-law of the artist.(1784)"
118,https://www.copia-di-arte.com/a/fantin-latour-henri/naturamortaconcrisantemiinautunno.html,Henri Fantin-Latour(1836  - 1904),Post-impressionismo,Natura morta con crisantemi in autunno(1889)
119,https://www.copia-di-arte.com/a/pierre-auguste-renoir/countrylanewconwhitewovepaper.html,Pierre-Auguste Renoir(1841  - 1919),Post-impressionismo,Country Lane (w/c on white wove paper)
120,https://www.copia-di-arte.com/a/scuola-inglese/viewofstpaulscrossasitapp.html, Scuola Inglese(18th century ),Arte Vittoriana,View of St. Paul''s Cross as it appeared in the year 1621
121,https://www.copia-di-arte.com/a/pierre-auguste-renoir/arenoirbathers1918-19-2.html,Pierre-Auguste Renoir(1841  - 1919),Post-impressionismo,A.Renoir / Bathers / 1918-19
122,https://www.copia-di-arte.com/a/feuerbach-anselm/dieamazonenschlacht.html,Anselm Feuerbach(1829  - 1880),Classicismo,The Battle of the Amazons(1857)
123,https://www.copia-di-arte.com/a/georg_ireland/stillleben-mit-kaese-wein-und-pflaumen.html,Georg Ireland(1953 ),Arte astratta figurativa,"Stillleben mit Käse, Wein und Pflaumen(2018)"
124,https://www.copia-di-arte.com/a/scuola-inglese/plugplotriotinprestonillu.html, Scuola Inglese(18th century ),Arte Vittoriana,"Plug Plot Riot in Preston, illustration from ''The Illustrated London News'', August 1842"
125,https://www.copia-di-arte.com/a/taylor-2/splittingpastelandoilpast.html,Stevie  Taylor,Arte astratta figurativa,Splitting (pastel and oil pastel on paper) 
126,https://www.copia-di-arte.com/a/travers/purplecornerbend.html,Michael Travers,Arte Figurativa astratta,purple corner bend
127,https://www.copia-di-arte.com/a/cranach-il-vecchio/portrait-the-magdalena-lu.html,Lucas Cranach il Vecchio(1472  - 1553),Rinascimento,Portrait the Magdalena Luther
128,https://www.copia-di-arte.com/a/seligman/redhat2004acryliconcanvas.html,Lincoln  Seligman,Arte concreta figurativa,"Red Hat, 2004 (acrylic on canvas) "
129,https://www.copia-di-arte.com/a/lder-lothar/lueder_blickvomknigstuhl.html,Lothar Lüder(1953 ),Arte concreta figurativa,Rügen - Blick vom Königsstuhl auf die Viktoriasicht(2006)
130,https://www.copia-di-arte.com/a/vincent-van-gogh/veduta-arles-iris.html,Vincent van Gogh(1853  - 1890),Impressionismo,Veduta di Arles con fioritura di iris in primo piano(1888)
131,https://www.copia-di-arte.com/a/egon-schiele/selbstbildnis1905.html,Egon Schiele(1890  - 1918),Espressionismo,Self-portrait 1905
132,https://www.copia-di-arte.com/a/eugene-boudin/deauville-the-dock.html,Eugène Boudin(1824  - 1898),Impressionismo,"Deauville, the Dock(1892)"
133,https://www.copia-di-arte.com/a/raeburn-sir-henry-1/boy-and-rabbit.html,Sir Henry Raeburn(1756  - 1823),Romanticismo,Boy and Rabbit
134,https://www.copia-di-arte.com/a/leonardo-da-vinci/head-of-christ-2.html,Leonardo da Vinci(1452  - 1519),Rinascimento,Head of Christ
135,https://www.copia-di-arte.com/a/edgar-degas/portrait-of-the-painter-l.html,Edgar Degas(1834  - 1917),Impressionismo,Portrait of the painter Leon Bonnat.(um 1863)
136,https://www.copia-di-arte.com/a/david-teniers/the-five-senses.html,David Teniers(1610  - 1690),Barocco,The five senses
137,https://www.copia-di-arte.com/a/whitcombe-thomas/destructionofthefrenchfle.html,Thomas Whitcombe(1752  - 1824),Romanticismo,"Destruction of the French Fleet in Basque Roads, April 12th 1809, from 'The Naval Achievements of Gr(19th)"
138,https://www.copia-di-arte.com/a/kersting-georg-friedrich/caspar-david-friedrich-in.html,Georg Friedrich Kersting(1785  - 1847),Romanticismo,Caspar David Friedrich in his studio(1819)
139,https://www.copia-di-arte.com/a/peter-paul-rubens/philipperubens.html,Peter Paul Rubens(1577  - 1640),Barocco,Philippe Rubens(1610)
140,https://www.copia-di-arte.com/a/paul-gauguin/blhendeapfelbume.html,Paul Gauguin(1848  - 1903),Post-impressionismo,Blossoming Apple Trees
141,https://www.copia-di-arte.com/a/kramskoi-iwan-nikolajewit/die-begruessung-der-kaemp.html,Iwan Nikolajewitsch Kramskoi(1837  - 1887),Romanticismo,Die Begrüssung der Kämpfer(1879)
142,https://www.copia-di-arte.com/a/pierre-auguste-renoir/portrtvonmadamex.html,Pierre-Auguste Renoir(1841  - 1919),Post-impressionismo,Portrait of madame X(1875)
143,https://www.copia-di-arte.com/a/easton/irisfieldandpassingstormc.html,Timothy  Easton,Arte concreta figurativa,"Iris Field and Passing Storm Clouds, 1991 "
144,https://www.copia-di-arte.com/a/rohlfs-christian/frog-princess.html,Christian Rohlfs(1849  - 1938),Espressionismo,Frog princess(1913)
145,https://www.copia-di-arte.com/a/henri-de-toulouse-lautrec-1/a-dancer-adjusting-her-le-1.html,Henri de Toulouse-Lautrec(1864  - 1901),Post-impressionismo,A Dancer Adjusting Her Leotard
146,https://www.copia-di-arte.com/a/ireland-3/louiseoilonboard.html,William  Ireland,Arte concreta figurativa,Louise (oil on board) 
147,https://www.copia-di-arte.com/a/scuola-inglese/gufo-dopo-charles-darwin.html, Scuola Inglese(18th century ),Arte Vittoriana,Gufo dopo Charles Darwin 
148,https://www.copia-di-arte.com/a/wassily-kandinsky/untitled-53.html,Wassily Kandinsky(16. Dezember 1866  - 13. Dezember 1944),Espressionismo,Untitled(1940)
149,https://www.copia-di-arte.com/a/giovanni-paolo-pannini/gppanninipaulpreachesinat.html,Giovanni Paolo Pannini(1691/92  - 1765),Barocco,"G.P.Pannini, Paul preaches in Athens"
150,https://www.copia-di-arte.com/a/powis-paul/italy-1.html,Paul Powis,Arte astratta figurativa,Italy
151,https://www.copia-di-arte.com/a/peter-paul-rubens/descent-from-the-cross-tr-1.html,Peter Paul Rubens(1577  - 1640),Barocco,"Descent from the Cross triptych, right panel -- Descent from the Cross(1611)"
152,https://www.copia-di-arte.com/a/claude-monet/the-asternstrauss.html,Claude Monet(1840  - 1926),Impressionismo,The Asternstrauss.(1880)
153,https://www.copia-di-arte.com/a/leighton-frederic/portrait-of-may-sartoris.html,Frederic Leighton(1830  - 1896),Arte Vittoriana,Portrait of May Sartoris (1845-1925)(1854)
154,https://www.copia-di-arte.com/a/raffaello-sanzio-urbino/holy-caecilie-with-saints.html,(Raffaello) Raffaello Sanzio(1483  - 1520),Rinascimento,Holy Cäcilie with saints(um 1514-16)
155,https://www.copia-di-arte.com/a/taylor-2/breakout1998pastelandchar.html,Stevie  Taylor,Arte astratta figurativa,"Break Out, 1998 (pastel and charcoal on paper) "
156,https://www.copia-di-arte.com/a/gerrit-van-honthorst/elisabeth-of-the-palatina.html,Gerrit van Honthorst(1590  - 1656),Barocco,"Elisabeth of the Palatinate (1618-1680), daughter of the winter king Friedrich V"
157,https://www.copia-di-arte.com/a/edouard-manet/the-horsewoman.html,Edouard Manet(1832  - 1883),Impressionismo,The Horsewoman(1875)
158,https://www.copia-di-arte.com/a/bonnard-pierre/la_revue_blanche_kne.html,Pierre Bonnard(1867  - 1947),Post-impressionismo,La Revue Blanche(1894)
159,https://www.copia-di-arte.com/a/pierre-auguste-renoir/pfelundblumen.html,Pierre-Auguste Renoir(1841  - 1919),Post-impressionismo,Apples and Flowers
160,https://www.copia-di-arte.com/a/ernst-ludwig-kirchner/stehenderweiblicherakt-1.html,Ernst Ludwig Kirchner(1880  - 1938),Espressionismo,
161,https://www.copia-di-arte.com/a/paul-cezanne/the-abandoned-house-at-th.html,Paul Cézanne(1839  - 1906),Impressionismo,The Abandoned House at Tholonet
162,https://www.copia-di-arte.com/a/elliot-1/chelseaswimmingbaths1997p.html,Sophia  Elliot,Arte concreta figurativa,"Chelsea Swimming Baths, 1997 (pastel on paper) "
163,https://www.copia-di-arte.com/a/zuloaga-ignazio/detalleretratodelpintorpa.html,Ignazio Zuloaga(1870  - 1945),Impressionismo,"DETALLE, RETRATO DEL PINTOR PABLO URANGA(2015-04-28)"
164,https://www.copia-di-arte.com/a/lovis-corinth/the-trojan-horse.html,Lovis Corinth(1858  - 1925),Espressionismo,The Trojan Horse.(1924)
